text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
"Sáng làm ly cho cả ngày, sp tốt chất lượng, ngủ thẳng giấc rất thoải mái","['sp', 'ngủ']","[('sp', 'POS'), ('ngủ', 'POS')]","[('sp', 'tốt chất lượng,'), ('ngủ', 'thẳng giấc rất thoải mái')]","[('sp', 'tốt chất lượng,', 'POS'), ('ngủ', 'thẳng giấc rất thoải mái', 'POS')]"
"dễ uống, pha vs nước ấm khoảng 15p ra màu vàng đẹp mắt. mới sd nên chưa biết coing dụng ra sao","['uống,', 'màu vàng', 'coing dụng']","[('uống,', 'POS'), ('màu vàng', 'POS'), ('coing dụng', 'NEU')]","[('uống,', 'dễ'), ('màu vàng', 'đẹp mắt.'), ('coing dụng', 'chưa biết coing dụng ra sao')]","[('uống,', 'dễ', 'POS'), ('màu vàng', 'đẹp mắt.', 'POS'), ('coing dụng', 'chưa biết coing dụng ra sao', 'NEU')]"
"Nhuỵ hoa nghệ tây tạo ra màu vàng đẹp và thơm, thấy ổn, hàng thiệt. Tiki giao hàng cũng lẹ","['Nhuỵ hoa nghệ tây', 'Nhuỵ hoa nghệ tây', 'màu vàng', 'màu vàng', 'hàng', 'Tiki giao hàng']","[('Nhuỵ hoa nghệ tây', 'POS'), ('Nhuỵ hoa nghệ tây', 'POS'), ('màu vàng', 'POS'), ('màu vàng', 'POS'), ('hàng', 'POS'), ('Tiki giao hàng', 'POS')]","[('Nhuỵ hoa nghệ tây', 'đẹp'), ('Nhuỵ hoa nghệ tây', 'thơm,'), ('màu vàng', 'đẹp'), ('màu vàng', 'thơm,'), ('hàng', 'thiệt.'), ('Tiki giao hàng', 'lẹ')]","[('Nhuỵ hoa nghệ tây', 'đẹp', 'POS'), ('Nhuỵ hoa nghệ tây', 'thơm,', 'POS'), ('màu vàng', 'đẹp', 'POS'), ('màu vàng', 'thơm,', 'POS'), ('hàng', 'thiệt.', 'POS'), ('Tiki giao hàng', 'lẹ', 'POS')]"
Hài lòng với sản phẩm nhận được. Mong rằng tiki sẽ luôn có nhiều sản phẩm tốt.,"['sản phẩm', 'sản phẩm']","[('sản phẩm', 'POS'), ('sản phẩm', 'POS')]","[('sản phẩm', 'Hài lòng'), ('sản phẩm', 'tốt.')]","[('sản phẩm', 'Hài lòng', 'POS'), ('sản phẩm', 'tốt.', 'POS')]"
Uống vào ngủ ngon hơn Mặc dù chỉ có 1g nhưng dùng được rất lâu,"['ngủ', 'dùng']","[('ngủ', 'POS'), ('dùng', 'POS')]","[('ngủ', 'ngon hơn'), ('dùng', 'được rất lâu')]","[('ngủ', 'ngon hơn', 'POS'), ('dùng', 'được rất lâu', 'POS')]"
"Nước uống thơm dễ chịu, ngâm nước nóng hay lạnh gì cũng ra màu ra mùi dc","['Nước uống', 'ngâm nước nóng hay lạnh']","[('Nước uống', 'POS'), ('ngâm nước nóng hay lạnh', 'NEU')]","[('Nước uống', 'thơm dễ chịu,'), ('ngâm nước nóng hay lạnh', 'ra màu ra mùi dc')]","[('Nước uống', 'thơm dễ chịu,', 'POS'), ('ngâm nước nóng hay lạnh', 'ra màu ra mùi dc', 'NEU')]"
"rất thơm , màu sắc rất đẹp, vàng óng. chúc shop ngày càng đông khách nhé",['màu sắc'],"[('màu sắc', 'POS')]","[('màu sắc', 'rất đẹp, vàng óng.')]","[('màu sắc', 'rất đẹp, vàng óng.', 'POS')]"
"mua dược mấy ngày xài thấy ngủ ngon, dóng gói ổn hàng chất lượng","['xài', 'dóng gói', 'hàng']","[('xài', 'POS'), ('dóng gói', 'POS'), ('hàng', 'POS')]","[('xài', 'ngủ ngon,'), ('dóng gói', 'ổn'), ('hàng', 'chất lượng')]","[('xài', 'ngủ ngon,', 'POS'), ('dóng gói', 'ổn', 'POS'), ('hàng', 'chất lượng', 'POS')]"
"Sản phẩm như hình, mình dùng thấy ổn, sợi nhuỵ to đúng chuẩn","['Sản phẩm', 'dùng', 'sợi nhuỵ']","[('Sản phẩm', 'NEU'), ('dùng', 'POS'), ('sợi nhuỵ', 'POS')]","[('Sản phẩm', 'như hình,'), ('dùng', 'ổn,'), ('sợi nhuỵ', 'to đúng chuẩn')]","[('Sản phẩm', 'như hình,', 'NEU'), ('dùng', 'ổn,', 'POS'), ('sợi nhuỵ', 'to đúng chuẩn', 'POS')]"
"Sản phẩm đóng gói tốt, có mùi thơm. Tối về sẽ sử dụng thử","['đóng gói', 'mùi']","[('đóng gói', 'POS'), ('mùi', 'POS')]","[('đóng gói', 'tốt,'), ('mùi', 'thơm.')]","[('đóng gói', 'tốt,', 'POS'), ('mùi', 'thơm.', 'POS')]"
minh da mua màu không đỏ mà nâu vụn không phải loại 1,"['màu', 'loại 1']","[('màu', 'NEG'), ('loại 1', 'NEG')]","[('màu', 'không đỏ mà nâu vụn'), ('loại 1', 'không phải')]","[('màu', 'không đỏ mà nâu vụn', 'NEG'), ('loại 1', 'không phải', 'NEG')]"
rất hài lòng kkkkkkkkkkkkkkkkkkkkkkkkkkkkk*kkkkkkkkk,[],[],[],[]
"Đặt tiki nhưng do sự cố nên shop giao qua lazada. Đóng gói sản sp cẩn thận, saffron thơm mùi cỏ khô, cho vào nc ấm từ 10-15p ra màu vàng đẹp, mình hài lòng về hình thức còn công dụng dùng thời gian sau mới biết. Thanks!","['giao', 'Đóng gói', 'saffron', 'màu vàng', 'hình thức', 'công dụng']","[('giao', 'NEU'), ('Đóng gói', 'POS'), ('saffron', 'POS'), ('màu vàng', 'POS'), ('hình thức', 'POS'), ('công dụng', 'NEU')]","[('giao', 'sự cố'), ('Đóng gói', 'cẩn thận,'), ('saffron', 'thơm mùi cỏ khô,'), ('màu vàng', 'đẹp,'), ('hình thức', 'hài lòng'), ('công dụng', 'dùng thời gian sau mới biết.')]","[('giao', 'sự cố', 'NEU'), ('Đóng gói', 'cẩn thận,', 'POS'), ('saffron', 'thơm mùi cỏ khô,', 'POS'), ('màu vàng', 'đẹp,', 'POS'), ('hình thức', 'hài lòng', 'POS'), ('công dụng', 'dùng thời gian sau mới biết.', 'NEU')]"
"Hàng mình nhận rất tốt, mình hiện tại làm bên spa có dịch vụ đắp mặt nạ bằng nhuỵ hoa. Mình cũng nhập hàng nhiều từ BT về bán thêm cho khách. Tất cả đều hài lòng về chất lượng.","['Hàng', 'dịch vụ đắp mặt nạ bằng nhuỵ hoa.', 'chất lượng.']","[('Hàng', 'POS'), ('dịch vụ đắp mặt nạ bằng nhuỵ hoa.', 'NEU'), ('chất lượng.', 'POS')]","[('Hàng', 'rất tốt,'), ('dịch vụ đắp mặt nạ bằng nhuỵ hoa.', '<IO>'), ('chất lượng.', 'hài lòng')]","[('Hàng', 'rất tốt,', 'POS'), ('dịch vụ đắp mặt nạ bằng nhuỵ hoa.', '<IO>', 'NEU'), ('chất lượng.', 'hài lòng', 'POS')]"
"sản phẩm không như mong đợi , phun một lúc rồi hết luôn, đèn không sáng như quảng cáo","['sản phẩm', 'phun', 'đèn']","[('sản phẩm', 'NEG'), ('phun', 'NEG'), ('đèn', 'NEG')]","[('sản phẩm', 'không như mong đợi'), ('phun', 'hết luôn,'), ('đèn', 'không sáng như quảng cáo')]","[('sản phẩm', 'không như mong đợi', 'NEG'), ('phun', 'hết luôn,', 'NEG'), ('đèn', 'không sáng như quảng cáo', 'NEG')]"
"mỗi tình tiết đều hoàn mỹ đến mức như thể đã đem vô số đau thương nghiền vỡ thành những vụn vàng .cuộc sống chật vật của những đứa trẻ bơ vơ ngoài phố do chịu sự miệt thị của chính gia đình mình và xã hội  được khắc hoạ một cách chân thực nhất . các em bị số phận vùi dập bị nhấn chìm trong sự nhơ bẩn của xã hội tưởng chừng như không thể nảy mần được nữa ,nhưng không tác giả bạch tiên dũng quả là một con người sâu sắc , sau cơn giông tố của cuộc đời , các em đã có đầy đủ dũng khí để vươn lên đón lấy ánh bình minh ngày mới và bắt đầu một cuộc sống mới .đây có lẽ là tác phẩm tả thực nhất mà tôi từng đọc từ trước tới nay .","['tình tiết', 'khắc hoạ', 'quả là một con người', 'một cuộc']","[('tình tiết', 'POS'), ('khắc hoạ', 'POS'), ('quả là một con người', 'POS'), ('một cuộc', 'POS')]","[('tình tiết', 'hoàn mỹ'), ('khắc hoạ', 'chân thực nhất'), ('quả là một con người', 'giông tố'), ('một cuộc', 'sống mới .đây')]","[('tình tiết', 'hoàn mỹ', 'POS'), ('khắc hoạ', 'chân thực nhất', 'POS'), ('quả là một con người', 'giông tố', 'POS'), ('một cuộc', 'sống mới .đây', 'POS')]"
Tiki giao nhanh và gói hàng cẩn thận. Sản phẩm giao tới rất chất lượng không bị lỗi kĩ thuật. Nội dung sách cũng rất hay và nhân văn,"['Tiki giao', 'gói hàng', 'Sản phẩm', 'Nội dung sách', 'Nội dung sách']","[('Tiki giao', 'POS'), ('gói hàng', 'POS'), ('Sản phẩm', 'POS'), ('Nội dung sách', 'POS'), ('Nội dung sách', 'POS')]","[('Tiki giao', 'nhanh'), ('gói hàng', 'cẩn thận.'), ('Sản phẩm', 'rất chất lượng không bị lỗi kĩ thuật.'), ('Nội dung sách', 'hay'), ('Nội dung sách', 'nhân văn')]","[('Tiki giao', 'nhanh', 'POS'), ('gói hàng', 'cẩn thận.', 'POS'), ('Sản phẩm', 'rất chất lượng không bị lỗi kĩ thuật.', 'POS'), ('Nội dung sách', 'hay', 'POS'), ('Nội dung sách', 'nhân văn', 'POS')]"
phong cách in sách gì vậy ???? sách lỗi mà cũng đem bán 🙄🙄🙄🙄,"['phong cách in sách', 'sách']","[('phong cách in sách', 'NEG'), ('sách', 'NEG')]","[('phong cách in sách', 'gì vậy'), ('sách', 'lỗi')]","[('phong cách in sách', 'gì vậy', 'NEG'), ('sách', 'lỗi', 'NEG')]"
"loa nghe bình thường thì tốt, Bass, treble đều nhỏ nhưng tiếng thì rõ, nói chung là lít rưỡi thì không có đòi hỏi gì hơn","['loa nghe', 'Bass,', 'treble', 'tiếng', 'lít rưỡi']","[('loa nghe', 'POS'), ('Bass,', 'NEG'), ('treble', 'NEG'), ('tiếng', 'POS'), ('lít rưỡi', 'NEU')]","[('loa nghe', 'tốt,'), ('Bass,', 'nhỏ'), ('treble', 'nhỏ'), ('tiếng', 'rõ,'), ('lít rưỡi', 'không có đòi hỏi gì hơn')]","[('loa nghe', 'tốt,', 'POS'), ('Bass,', 'nhỏ', 'NEG'), ('treble', 'nhỏ', 'NEG'), ('tiếng', 'rõ,', 'POS'), ('lít rưỡi', 'không có đòi hỏi gì hơn', 'NEU')]"
"tốt hơn mong đợi, đóng góp rất tốt, sản phẩm giống như đã đặt quá tốt","['đóng góp', 'sản phẩm']","[('đóng góp', 'POS'), ('sản phẩm', 'POS')]","[('đóng góp', 'rất tốt,'), ('sản phẩm', 'giống như đã đặt')]","[('đóng góp', 'rất tốt,', 'POS'), ('sản phẩm', 'giống như đã đặt', 'POS')]"
Cảm ơn  TIKI MInh đã nhận được hàng rồi. hàng rất tốt. hẹn gặp lại shop nhé,"['nhận được hàng', 'hàng']","[('nhận được hàng', 'NEU'), ('hàng', 'POS')]","[('nhận được hàng', '<IO>'), ('hàng', 'rất tốt.')]","[('nhận được hàng', '<IO>', 'NEU'), ('hàng', 'rất tốt.', 'POS')]"
"Mình mua được nước giặt với giá tốt, rẻ hơn ở siêu thị. Hàng được đóng gói cẩn thận, mình thích nước giặt loại này hơn Omo vì giặt xong mùi rất dễ chịu, không bị quá nồng, phù hợp cho da nhạy cảm","['giá', 'đóng gói', 'nước giặt loại này', 'mùi']","[('giá', 'POS'), ('đóng gói', 'POS'), ('nước giặt loại này', 'POS'), ('mùi', 'POS')]","[('giá', 'tốt, rẻ hơn'), ('đóng gói', 'cẩn thận,'), ('nước giặt loại này', 'thích'), ('mùi', 'rất dễ chịu,')]","[('giá', 'tốt, rẻ hơn', 'POS'), ('đóng gói', 'cẩn thận,', 'POS'), ('nước giặt loại này', 'thích', 'POS'), ('mùi', 'rất dễ chịu,', 'POS')]"
hàng như hình haha mua cùng downy trên 299k dc tặng bộ bếp ăn như hình,['hàng'],"[('hàng', 'NEU')]","[('hàng', 'như hình')]","[('hàng', 'như hình', 'NEU')]"
"Rất thích nước giặt này, trước mình hay mua trong siêu thị nhưng vừa rồi thấy Tiki bán rẻ hơn nên đặt ở Tiki. Mùi thơm nhẹ nhàng, dễ chịu, giặt đồ sạch.","['nước giặt này,', 'Tiki', 'Mùi', 'giặt đồ']","[('nước giặt này,', 'POS'), ('Tiki', 'POS'), ('Mùi', 'POS'), ('giặt đồ', 'POS')]","[('nước giặt này,', 'Rất thích'), ('Tiki', 'bán rẻ hơn'), ('Mùi', 'thơm nhẹ nhàng, dễ chịu,'), ('giặt đồ', 'sạch.')]","[('nước giặt này,', 'Rất thích', 'POS'), ('Tiki', 'bán rẻ hơn', 'POS'), ('Mùi', 'thơm nhẹ nhàng, dễ chịu,', 'POS'), ('giặt đồ', 'sạch.', 'POS')]"
"Tiki giao hàng nhanh. Bao bì đóng gói cẩn thận. Nước giặt loại này thơm dễ chịu, bé nhà mình rất thick ngửi quần áo sau khi giặt xong.","['Tiki giao hàng', 'Bao bì đóng gói', 'Nước giặt loại này']","[('Tiki giao hàng', 'POS'), ('Bao bì đóng gói', 'POS'), ('Nước giặt loại này', 'POS')]","[('Tiki giao hàng', 'nhanh.'), ('Bao bì đóng gói', 'cẩn thận.'), ('Nước giặt loại này', 'thơm dễ chịu,')]","[('Tiki giao hàng', 'nhanh.', 'POS'), ('Bao bì đóng gói', 'cẩn thận.', 'POS'), ('Nước giặt loại này', 'thơm dễ chịu,', 'POS')]"
"nước giặt thơm đóng gói cẩn thận, mình mua lúc sale và có mã giảm giá nên khá rẻ. vô cùng hài lòng","['nước giặt', 'đóng gói']","[('nước giặt', 'POS'), ('đóng gói', 'POS')]","[('nước giặt', 'thơm'), ('đóng gói', 'cẩn thận,')]","[('nước giặt', 'thơm', 'POS'), ('đóng gói', 'cẩn thận,', 'POS')]"
Mùi sp nhẹ nhàng không như những loại nước giặt tẩy rửa khác. Dùng thêm comfort dịu nhẹ màu trắng là tuyệt cú mèo,"['Mùi sp', 'Dùng thêm comfort dịu nhẹ màu trắng']","[('Mùi sp', 'POS'), ('Dùng thêm comfort dịu nhẹ màu trắng', 'POS')]","[('Mùi sp', 'nhẹ nhàng'), ('Dùng thêm comfort dịu nhẹ màu trắng', 'tuyệt cú mèo')]","[('Mùi sp', 'nhẹ nhàng', 'POS'), ('Dùng thêm comfort dịu nhẹ màu trắng', 'tuyệt cú mèo', 'POS')]"
"Giao hàng nhanh, đóng gói cẩn thận, chưa dùng nên ko biết chất lượng giống mua ở sieu thị koo","['Giao hàng', 'đóng gói', 'chất lượng']","[('Giao hàng', 'POS'), ('đóng gói', 'POS'), ('chất lượng', 'NEU')]","[('Giao hàng', 'nhanh,'), ('đóng gói', 'cẩn thận,'), ('chất lượng', 'chưa dùng nên ko biết')]","[('Giao hàng', 'nhanh,', 'POS'), ('đóng gói', 'cẩn thận,', 'POS'), ('chất lượng', 'chưa dùng nên ko biết', 'NEU')]"
"Sản phẩm đóng gói cẩn thận , sản phẩm tốt hơn mong đợi , giao hàng cực nhanh rất hài lòng","['đóng gói', 'sản phẩm', 'giao hàng']","[('đóng gói', 'POS'), ('sản phẩm', 'POS'), ('giao hàng', 'POS')]","[('đóng gói', 'cẩn thận'), ('sản phẩm', 'tốt hơn mong đợi'), ('giao hàng', 'cực nhanh')]","[('đóng gói', 'cẩn thận', 'POS'), ('sản phẩm', 'tốt hơn mong đợi', 'POS'), ('giao hàng', 'cực nhanh', 'POS')]"
"Thơm , sạch , mùi dễ chịu , không bị gắt mũi Phù hợp dùng cho gđ có trẻ em",['mùi'],"[('mùi', 'POS')]","[('mùi', 'dễ chịu')]","[('mùi', 'dễ chịu', 'POS')]"
"Ariel - thương hiệu nước giặt số 1 Việt Nam. Bạn tin tôi đi, tôi đã dùng rồi",['dùng'],"[('dùng', 'NEU')]","[('dùng', '<IO>')]","[('dùng', '<IO>', 'NEU')]"
"Mùi nhẹ, xả vải mềm, thick hợp dùng cho đồ e bé. Đc tặng nên rất thik","['Mùi', 'xả vải']","[('Mùi', 'POS'), ('xả vải', 'POS')]","[('Mùi', 'nhẹ,'), ('xả vải', 'mềm,')]","[('Mùi', 'nhẹ,', 'POS'), ('xả vải', 'mềm,', 'POS')]"
Ariel loại này rất thơm tiếc là lúc mình mua nó ko giảm nhiều như bây giờ.,['Ariel loại này'],"[('Ariel loại này', 'POS')]","[('Ariel loại này', 'rất thơm')]","[('Ariel loại này', 'rất thơm', 'POS')]"
"thơm dịu dễ chịu, giặt đồ thấy sạch. tốt cho bé. đóng gói tốt","['giặt đồ', 'đóng gói']","[('giặt đồ', 'POS'), ('đóng gói', 'POS')]","[('giặt đồ', 'sạch.'), ('đóng gói', 'tốt')]","[('giặt đồ', 'sạch.', 'POS'), ('đóng gói', 'tốt', 'POS')]"
"Sản phẩm chính hãng, giặt tốt, giá trên Tiki lại rất tốt. Cảm ơn Tiki.","['Sản phẩm', 'giặt', 'giá']","[('Sản phẩm', 'POS'), ('giặt', 'POS'), ('giá', 'POS')]","[('Sản phẩm', 'chính hãng,'), ('giặt', 'tốt,'), ('giá', 'rất tốt.')]","[('Sản phẩm', 'chính hãng,', 'POS'), ('giặt', 'tốt,', 'POS'), ('giá', 'rất tốt.', 'POS')]"
"Từnh xài nước giặc omo, ko biết sạch hơn không, nhưng rất thơm","['xài nước giặc omo,']","[('xài nước giặc omo,', 'NEU')]","[('xài nước giặc omo,', '<IO>')]","[('xài nước giặc omo,', '<IO>', 'NEU')]"
"mọi người cũng nên mua, chất lượng tuyệt vời lắm mọi người",['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tuyệt vời lắm')]","[('chất lượng', 'tuyệt vời lắm', 'POS')]"
Mình cần hỏi thêm về lưu lượng xài: Bao nhiêu/ số lượng quần áo,"['lưu lượng xài:', 'Bao nhiêu/', 'số lượng quần áo']","[('lưu lượng xài:', 'NEU'), ('Bao nhiêu/', 'NEU'), ('số lượng quần áo', 'NEU')]","[('lưu lượng xài:', '<IO>'), ('Bao nhiêu/', '<IO>'), ('số lượng quần áo', '<IO>')]","[('lưu lượng xài:', '<IO>', 'NEU'), ('Bao nhiêu/', '<IO>', 'NEU'), ('số lượng quần áo', '<IO>', 'NEU')]"
"Giao đúng hẹn, đóng gói cẩn thận nên hàng còn nguyên vẹn.","['Giao', 'đóng gói', 'hàng']","[('Giao', 'POS'), ('đóng gói', 'POS'), ('hàng', 'POS')]","[('Giao', 'đúng hẹn,'), ('đóng gói', 'cẩn thận'), ('hàng', 'nguyên vẹn.')]","[('Giao', 'đúng hẹn,', 'POS'), ('đóng gói', 'cẩn thận', 'POS'), ('hàng', 'nguyên vẹn.', 'POS')]"
"Giá tốt, giao hàng nhanh chóng, hài lòng về chất lượng","['Giá', 'giao hàng', 'chất lượng']","[('Giá', 'POS'), ('giao hàng', 'POS'), ('chất lượng', 'POS')]","[('Giá', 'tốt,'), ('giao hàng', 'nhanh chóng,'), ('chất lượng', 'hài lòng')]","[('Giá', 'tốt,', 'POS'), ('giao hàng', 'nhanh chóng,', 'POS'), ('chất lượng', 'hài lòng', 'POS')]"
Tiki giao hàng nhanh. Đóng gói chắc chắn. Sản phẩm thơm dịu.,"['giao hàng', 'Đóng gói', 'Sản phẩm']","[('giao hàng', 'POS'), ('Đóng gói', 'POS'), ('Sản phẩm', 'POS')]","[('giao hàng', 'nhanh.'), ('Đóng gói', 'chắc chắn.'), ('Sản phẩm', 'thơm dịu.')]","[('giao hàng', 'nhanh.', 'POS'), ('Đóng gói', 'chắc chắn.', 'POS'), ('Sản phẩm', 'thơm dịu.', 'POS')]"
nước giặt sạch thơm dịu nhẹ. phù hợp với đồ trẻ em,"['nước giặt', '<IA>']","[('nước giặt', 'POS'), ('<IA>', 'POS')]","[('nước giặt', 'sạch thơm dịu nhẹ.'), ('<IA>', 'phù hợp')]","[('nước giặt', 'sạch thơm dịu nhẹ.', 'POS'), ('<IA>', 'phù hợp', 'POS')]"
"Mùi dễ chịu, đóng gói và giao hàng nhanh, cẩn thận","['Mùi', 'đóng gói', 'giao hàng']","[('Mùi', 'POS'), ('đóng gói', 'POS'), ('giao hàng', 'POS')]","[('Mùi', 'dễ chịu,'), ('đóng gói', 'nhanh, cẩn thận'), ('giao hàng', 'nhanh, cẩn thận')]","[('Mùi', 'dễ chịu,', 'POS'), ('đóng gói', 'nhanh, cẩn thận', 'POS'), ('giao hàng', 'nhanh, cẩn thận', 'POS')]"
"sản phẩm tốt ,....................................",['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'tốt')]","[('sản phẩm', 'tốt', 'POS')]"
sản phẩm đây là mặt trống hay nguyên cái trống zậy shop,"['sản phẩm', 'mặt trống', 'nguyên cái trống']","[('sản phẩm', 'NEU'), ('mặt trống', 'NEU'), ('nguyên cái trống', 'NEU')]","[('sản phẩm', '<IO>'), ('mặt trống', '<IO>'), ('nguyên cái trống', '<IO>')]","[('sản phẩm', '<IO>', 'NEU'), ('mặt trống', '<IO>', 'NEU'), ('nguyên cái trống', '<IO>', 'NEU')]"
"Chất liệu khác với hình. Hình hoa đẹp mà chất giống áo mưa. Bọc này chỉ được dày dặn thôi, nhưng dùng tầm 2 tháng phơi nắng mưa thì lớp bên ngoài bong tróc bay lả tả như khăn giấy bỏ quên trong túi rồi cho vô máy giặt á. Ncc Hoàng Lâm Phong Thuỷ mua 2,3 lần mà lần nào cũng khác mô tả. Chưa kể Tiki ém luôn nhận xét ko đăng.","['Chất liệu', 'Hình hoa', 'chất', 'Bọc này', 'lớp bên ngoài', 'Ncc Hoàng Lâm Phong Thuỷ', 'Tiki']","[('Chất liệu', 'NEG'), ('Hình hoa', 'POS'), ('chất', 'NEG'), ('Bọc này', 'POS'), ('lớp bên ngoài', 'NEG'), ('Ncc Hoàng Lâm Phong Thuỷ', 'NEG'), ('Tiki', 'NEG')]","[('Chất liệu', 'khác với hình.'), ('Hình hoa', 'đẹp'), ('chất', 'giống áo mưa.'), ('Bọc này', 'dày dặn'), ('lớp bên ngoài', 'bong tróc bay lả tả'), ('Ncc Hoàng Lâm Phong Thuỷ', 'khác mô tả.'), ('Tiki', 'ém luôn nhận xét ko đăng.')]","[('Chất liệu', 'khác với hình.', 'NEG'), ('Hình hoa', 'đẹp', 'POS'), ('chất', 'giống áo mưa.', 'NEG'), ('Bọc này', 'dày dặn', 'POS'), ('lớp bên ngoài', 'bong tróc bay lả tả', 'NEG'), ('Ncc Hoàng Lâm Phong Thuỷ', 'khác mô tả.', 'NEG'), ('Tiki', 'ém luôn nhận xét ko đăng.', 'NEG')]"
"Mua mấy loại bọc máy giặt rồi mua đc loại này thik quá, vừa vặn với máy giật nhà mình, hoạ tiết xinh xắn, chất liệu chống nước nhưng ko chống nắng nóng . Chỉ có băn khoăn đoạn kia cắt ra thì có bị hỏng ko ta? :|","['<IA>', '<IA>', 'hoạ tiết', 'chất liệu', '<IA>']","[('<IA>', 'POS'), ('<IA>', 'POS'), ('hoạ tiết', 'POS'), ('chất liệu', 'POS'), ('<IA>', 'NEG')]","[('<IA>', 'thik quá,'), ('<IA>', 'vừa vặn'), ('hoạ tiết', 'xinh xắn,'), ('chất liệu', 'chống nước'), ('<IA>', 'ko chống nắng nóng')]","[('<IA>', 'thik quá,', 'POS'), ('<IA>', 'vừa vặn', 'POS'), ('hoạ tiết', 'xinh xắn,', 'POS'), ('chất liệu', 'chống nước', 'POS'), ('<IA>', 'ko chống nắng nóng', 'NEG')]"
"Máy giặt mình 8kg, áo rất vừa vặn và chắc chắn. Hoạ tiết dễ thương. Chất lượng và giá cả hợp lý. mình hài lòng.","['áo', '<IA>', 'Hoạ tiết', 'Chất lượng', 'giá cả', '<IA>']","[('áo', 'POS'), ('<IA>', 'POS'), ('Hoạ tiết', 'POS'), ('Chất lượng', 'POS'), ('giá cả', 'POS'), ('<IA>', 'POS')]","[('áo', 'rất vừa vặn'), ('<IA>', 'chắc chắn.'), ('Hoạ tiết', 'dễ thương.'), ('Chất lượng', '<IO>'), ('giá cả', 'hợp lý.'), ('<IA>', 'hài lòng.')]","[('áo', 'rất vừa vặn', 'POS'), ('<IA>', 'chắc chắn.', 'POS'), ('Hoạ tiết', 'dễ thương.', 'POS'), ('Chất lượng', '<IO>', 'POS'), ('giá cả', 'hợp lý.', 'POS'), ('<IA>', 'hài lòng.', 'POS')]"
Có vẻ loại này bền hơn loại trước mình mua. Loại trước bị gãy vụn từng mảng,"['loại này', 'Loại trước']","[('loại này', 'POS'), ('Loại trước', 'NEG')]","[('loại này', 'bền hơn'), ('Loại trước', 'bị gãy vụn từng mảng')]","[('loại này', 'bền hơn', 'POS'), ('Loại trước', 'bị gãy vụn từng mảng', 'NEG')]"
"Mình đặt mua áo trùm cửa trên mà giao áo trùm cửa hông không dùng được , ....","['giao', '<IA>']","[('giao', 'NEG'), ('<IA>', 'NEG')]","[('giao', 'áo trùm cửa hông'), ('<IA>', 'không dùng được')]","[('giao', 'áo trùm cửa hông', 'NEG'), ('<IA>', 'không dùng được', 'NEG')]"
mình đặt sách tiki nhiều rồi. đây là lần tệ nhất. mua sách mới mà y sách cũ. thất vọng quá. chắc không dám mua sách trên shop luôn,"['<IA>', 'sách mới', '<IA>', 'mua sách trên shop']","[('<IA>', 'NEG'), ('sách mới', 'NEG'), ('<IA>', 'NEG'), ('mua sách trên shop', 'NEG')]","[('<IA>', 'tệ nhất.'), ('sách mới', 'mà y sách cũ.'), ('<IA>', 'thất vọng quá.'), ('mua sách trên shop', 'không dám')]","[('<IA>', 'tệ nhất.', 'NEG'), ('sách mới', 'mà y sách cũ.', 'NEG'), ('<IA>', 'thất vọng quá.', 'NEG'), ('mua sách trên shop', 'không dám', 'NEG')]"
"hàng được đóng gói cẩn thận. máy dùng tốt, giống hình","['đóng gói', 'dùng', '<IA>']","[('đóng gói', 'POS'), ('dùng', 'POS'), ('<IA>', 'POS')]","[('đóng gói', 'cẩn thận.'), ('dùng', 'tốt,'), ('<IA>', 'giống hình')]","[('đóng gói', 'cẩn thận.', 'POS'), ('dùng', 'tốt,', 'POS'), ('<IA>', 'giống hình', 'POS')]"
"Nồi dày dặn, chắc chắn, dễ sử dụng. Mình sử dụng chức năng nấu cơm thấy OK, chức năng nấu cháo chưa dùng nên chưa nhận xét được.","['Nồi', '<IA>', 'chức năng nấu cơm', 'chức năng nấu cháo']","[('Nồi', 'POS'), ('<IA>', 'POS'), ('chức năng nấu cơm', 'POS'), ('chức năng nấu cháo', 'NEU')]","[('Nồi', 'dày dặn, chắc chắn,'), ('<IA>', 'dễ sử dụng.'), ('chức năng nấu cơm', 'OK,'), ('chức năng nấu cháo', 'chưa dùng')]","[('Nồi', 'dày dặn, chắc chắn,', 'POS'), ('<IA>', 'dễ sử dụng.', 'POS'), ('chức năng nấu cơm', 'OK,', 'POS'), ('chức năng nấu cháo', 'chưa dùng', 'NEU')]"
