text,label
"Giao hàng nhanh, đóng gói cẩn thận, hộp mới đẹp. mình sẽ uống từ hôm nay. kết quả sẽ review cho shop sau. ???","Giao hàng nhanh,  đóng gói cẩn thận,  hộp mới đẹp. mình sẽ uống từ hôm nay. kết quả sẽ review cho shop sau. ???####[([0, 1], [2], 'POS'), ([3, 4], [5, 6], 'POS'), ([7], [8, 9], 'POS')]"
"Cơ thể săn chắc hơn sau khi uống, chắc do mình tập thể dục, hihi. Nói chung trà ngon, thơm, uống thanh. Cũng có hiệu quả, nhưng hơi chậm, giảm được khoảng 1kg/tháng","Cơ thể săn chắc hơn sau khi uống, chắc do mình tập thể dục, hihi. Nói chung trà ngon, thơm, uống thanh. Cũng có hiệu quả, nhưng hơi chậm, giảm được khoảng 1kg/tháng####[([7], [0, 1, 2, 3, 4], 'POS'), ([17], [18, 19], 'POS'), ([20], [21], 'POS'), ([], [23, 24, 25], 'POS'), ([], [27, 28], 'NEG'), ([], [29, 30, 31, 32], 'POS')]"
"Minh chuyên phân phối trà giảm cân, loại này mua thử về để nếu được thì mình phân phối. Giờ thì mình đã là nhà phân phối rồi. Sản phẩm không có gì để chê","Minh chuyên phân phối trà giảm cân, loại này mua thử về để nếu được thì mình phân phối. Giờ thì mình đã là nhà phân phối rồi. Sản phẩm không có gì để chê####[([28, 29], [30, 31, 32, 33, 34], 'POS')]"
"Đẻ được 7 tháng, đã đi làm lại mà phải nói là hơi mặc cảm vì hình dáng. Uống trà giảm cân thì sợ hại sức khoẻ, uống cái này vừa an toàn vừa hiệu quả","Đẻ được 7 tháng, đã đi làm lại mà phải nói là hơi mặc cảm vì hình dáng. Uống trà giảm cân thì sợ hại sức khoẻ, uống cái này vừa an toàn vừa hiệu quả####[([18, 19, 20, 21], [23, 24, 25, 26], 'NEG'), ([27, 28, 29], [30, 31, 32, 33, 34, 35], 'POS')]"
"Trà khá thơm, mộc mạc, dễ uống không khó nuốt, đúng chất tự nhiên. Không bị mất ngủ hay hồi hộp, giảm cân chậm nhưng thà vậy còn hơn nhanh mà đi .... luôn","Trà khá thơm, mộc mạc, dễ uống không khó nuốt, đúng chất tự nhiên. Không bị mất ngủ hay hồi hộp, giảm cân chậm nhưng thà vậy còn hơn nhanh mà đi .... luôn####[([0], [1, 2, 3, 4], 'POS'), ([6], [5], 'POS'), ([6], [7, 8], 'POS'), ([9], [5], 'POS'), ([9], [7, 8], 'POS'), ([], [10, 11, 12, 13], 'POS'), ([], [14, 15, 16, 17, 18, 19, 20], 'POS'), ([21, 22], [23], 'NEG')]"
"Đã giảm được gần 1kg sau khi uống được hơn 1 hộp, trà rất dễ uống, thơm, màu nước vàng, trong. HOàn toàn không bị mệt tí nào, cũng k thấy tác dụng gì","Đã giảm được gần 1kg sau khi uống được hơn 1 hộp, trà rất dễ uống, thơm, màu nước vàng, trong. HOàn toàn không bị mệt tí nào, cũng k thấy tác dụng gì####[([7], [1, 2, 3, 4], 'POS'), ([12], [13, 14], 'POS'), ([15], [13, 14], 'POS'), ([], [16], 'POS'), ([17, 18], [19, 20], 'NEU'), ([], [21, 22, 23, 24, 25, 26, 27], 'POS'), ([31, 32], [29, 30, 31, 32, 33], 'NEG')]"
"trà rất ổn, thứ nhất là không có tác dụng phụ, không mệt mỏi, không buồn nôn chóng mặt. Trà thì thơm, thanh, ngon, hiệu quả thì ok, nói chung nên sử dụng","trà rất ổn, thứ nhất là không có tác dụng phụ, không mệt mỏi, không buồn nôn chóng mặt. Trà thì thơm, thanh, ngon, hiệu quả thì ok, nói chung nên sử dụng####[([0], [1, 2], 'POS'), ([], [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'POS'), ([19], [21, 22, 23], 'POS'), ([24, 25], [27], 'POS'), ([], [30, 31, 32], 'POS')]"
"Mở bao bì ra thì bụi xanh bay mù mịt, Túi trà nhỏ bên trong dễ rách hoặc rách sẵn nhiều, hòa vào nước lợn cợn nhiều vụn khó uống.","Mở bao bì ra thì bụi xanh bay mù mịt, Túi trà nhỏ bên trong dễ rách hoặc rách sẵn nhiều, hòa vào nước lợn cợn nhiều vụn khó uống.####[([], [5, 6, 7, 8, 9], 'NEG'), ([10, 11, 12], [15, 16], 'NEG'), ([10, 11, 12], [18, 19, 20], 'NEG'), ([23], [24, 25, 26, 27, 28], 'NEG'), ([29], [24, 25, 26, 27, 28], 'NEG')]"
"Rất ưng ý mình, công ty liên tục cải thiện chất lượng sản phẩm. Bao bì đã chuẩn hơn, sp tốt, an toàn, không tác dụng phụ, giảm cân nhè nhẹ","Rất ưng ý mình, công ty liên tục cải thiện chất lượng sản phẩm. Bao bì đã chuẩn hơn, sp tốt, an toàn, không tác dụng phụ, giảm cân nhè nhẹ####[([], [0, 1, 2], 'POS'), ([10, 11, 12, 13], [6, 7, 8, 9], 'POS'), ([14, 15], [16, 17, 18], 'POS'), ([19], [20, 21, 22], 'POS'), ([], [23, 24, 25, 26], 'POS'), ([27, 28], [29, 30], 'POS')]"
Mình mới uống mà chưa thấy có hiệu quả. Số ký vẫn y vậy. Cũng không thấy bị tác dụng phụ đi ngoài. Chỉ có điều nóng trong người.,"Mình mới uống mà chưa thấy có hiệu quả. Số ký vẫn y vậy. Cũng không thấy bị tác dụng phụ đi ngoài. Chỉ có điều nóng trong người.####[([2], [4, 5, 6, 7, 8], 'NEG'), ([9, 10], [11, 12, 13], 'NEG'), ([18, 19, 20, 21, 22], [15, 16, 17], 'POS'), ([], [26, 27, 28], 'NEG')]"
"Sản phẩm uống thì biết là mộc, tự nhiên, không hoá chất gì. Nước trà màu vàng đẹp óng ánh, thơm, dễ uống. Giảm được hơn 0.5kg sau 1 hộp","Sản phẩm uống thì biết là mộc, tự nhiên, không hoá chất gì. Nước trà màu vàng đẹp óng ánh, thơm, dễ uống. Giảm được hơn 0.5kg sau 1 hộp####[([0, 1], [6, 7, 8, 9, 10, 11, 12], 'POS'), ([13], [15, 16, 17, 18, 19], 'POS'), ([14], [15, 16, 17, 18, 19], 'POS'), ([], [20], 'POS'), ([22], [21], 'POS'), ([], [23, 24, 25, 26], 'POS')]"
"Hiệu quả khá ok sau khi uống hơn 3 tháng nay, cũng tốn mớ tiền nhưng vui vì sau khi đẻ xong mình lên ký ghê lắm, mà giờ giảm bớt nhiều rồi","Hiệu quả khá ok sau khi uống hơn 3 tháng nay, cũng tốn mớ tiền nhưng vui vì sau khi đẻ xong mình lên ký ghê lắm, mà giờ giảm bớt nhiều rồi####[([6], [0, 1, 2, 3], 'POS'), ([14], [12, 13], 'NEG'), ([], [29, 30, 31], 'POS')]"
"Uống thay nước lọc, mùi thơm, mình chỉ pha 2 gói, pha 3 gói đậm đặc quá uống ko noi, có đi ngoài nhẹ, nhưng chưa thấy giảm cân gì","Uống thay nước lọc, mùi thơm, mình chỉ pha 2 gói, pha 3 gói đậm đặc quá uống ko noi, có đi ngoài nhẹ, nhưng chưa thấy giảm cân gì####[([4], [5], 'POS'), ([11, 12, 13], [14, 15, 16], 'NEG'), ([17], [18, 19], 'NEG'), ([27, 28], [25, 26, 27, 28, 29], 'NEG')]"
"Thấy sản phẩm không chứa sibutramine và được tiki đảm bảo nên tôi khá an tâm. Hàng tốt chất lượng, cũng cảm thấy người nhè nhẹ đi","Thấy sản phẩm không chứa sibutramine và được tiki đảm bảo nên tôi khá an tâm. Hàng tốt chất lượng, cũng cảm thấy người nhè nhẹ đi####[([1, 2], [3, 4, 5], 'POS'), ([16], [17, 18, 19], 'POS'), ([], [21, 22, 23, 24, 25, 26], 'POS')]"
"Uống vào thấy khoẻ người ra, không mệt mỏi, cảm thấy ít bệnh tật hơn. Chắc do tác dụng thanh lọc cơ thể tốt. Trà thơm, dễ uống.","Uống vào thấy khoẻ người ra, không mệt mỏi, cảm thấy ít bệnh tật hơn. Chắc do tác dụng thanh lọc cơ thể tốt. Trà thơm, dễ uống.####[([0], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'POS'), ([17, 18, 19, 20, 21, 22], [23], 'POS'), ([24], [25], 'POS'), ([27], [26], 'POS')]"
"Mấy bà đẻ vừa sinh thì k uống được nhưng con thôi bú thì uống được, giảm cân tốt, an toàn. Nói chung mấy bà đẻ như mình nên mua","Mấy bà đẻ vừa sinh thì k uống được nhưng con thôi bú thì uống được, giảm cân tốt, an toàn. Nói chung mấy bà đẻ như mình nên mua####[([16, 17], [18], 'POS'), ([], [19, 20], 'POS'), ([], [28, 29], 'POS')]"
"Giảm cân tư từ, không cấp tốc, an toàn, khoẻ mạnh bình thường. Không thấy có tác dụng phụ gì, uống được 5 hộp, giảm dc 2.5 kg","Giảm cân tư từ, không cấp tốc, an toàn, khoẻ mạnh bình thường. Không thấy có tác dụng phụ gì, uống được 5 hộp, giảm dc 2.5 kg####[([0, 1], [2, 3, 4, 5, 6], 'NEU'), ([], [7, 8], 'POS'), ([], [9, 10, 11, 12], 'POS'), ([16, 17, 18], [13, 14, 15, 16, 17, 18, 19], 'POS'), ([20], [24, 25, 26, 27], 'POS')]"
"Sp tốt, an toàn, mình uống hết 10 hộp, không hề có tác dụng phụ nào, cơ thể khoẻ khoắn hơn trước. Giảm được hơn 4 ký rùi","Sp tốt, an toàn, mình uống hết 10 hộp, không hề có tác dụng phụ nào, cơ thể khoẻ khoắn hơn trước. Giảm được hơn 4 ký rùi####[([0], [1, 2, 3], 'POS'), ([5], [9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27], 'POS')]"
"Hộp trà k giống nhưng bạn khác mô tả, k có zip, k có tời rơi gthieu sản phẩm. Mình muốn dc giải đáp thắc mắc","Hộp trà k giống nhưng bạn khác mô tả, k có zip, k có tời rơi gthieu sản phẩm. Mình muốn dc giải đáp thắc mắc####[([0, 1], [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'NEG')]"
"Trà cực kỳ chất lượng, thơm ngon, dễ sử dụng. Mình cân hàng ngày, uống mới 3 tuần mà đã giảm 2 ký, cực kỳ hạnh phúc","Trà cực kỳ chất lượng, thơm ngon, dễ sử dụng.  Mình cân hàng ngày, uống mới 3 tuần mà đã giảm 2 ký, cực kỳ hạnh phúc####[([0], [1, 2, 3, 4], 'POS'), ([], [5, 6], 'POS'), ([8, 9], [7], 'POS'), ([14], [20, 21, 22], 'POS'), ([], [23, 24, 25, 26], 'POS')]"
"Đã lấy lại dáng người thon gọn rùi hen, giảm hơn 3 ký sau 3 tháng, phải kiên trì, kết hợp ăn kiêng hiệu quả sẽ càng cao","Đã lấy lại dáng người thon gọn rùi hen, giảm hơn 3 ký sau 3 tháng, phải kiên trì, kết hợp ăn kiêng hiệu quả sẽ càng cao####[([3, 4], [1, 2, 3, 4, 5, 6], 'POS'), ([3, 4], [9, 10, 11, 12], 'POS')]"
"Trời chắc hợp mình hay sao, uống 5 hộp giảm gần 4 ký luôn má ơi, cũng có ăn uống kiêng kem theo hướng dẫn.","Trời chắc hợp mình hay sao, uống 5 hộp giảm gần 4 ký luôn má ơi, cũng có ăn uống kiêng kem theo hướng dẫn.####[([6], [9, 10, 11, 12], 'POS')]"
"Trà dễ uống, thơm, nước vàng óng. Bao bì chuyên nghiệp, khá mộc. Mình uống thử 3 hộp, đã giảm được đôi chút","Trà dễ uống, thơm, nước vàng óng. Bao bì chuyên nghiệp, khá mộc. Mình uống thử 3 hộp, đã giảm được đôi chút####[([0], [1], 'POS'), ([2], [1], 'POS'), ([], [3], 'POS'), ([4], [5, 6], 'NEU'), ([7, 8], [9, 10, 11, 12], 'POS'), ([14, 15], [19, 20, 21, 22], 'POS')]"
Trà khá thơm. E mới đặt 3 hộp chưa sử dụng. Bây h mới bắt đầu. Tiki đóng hộp rất đẹp và cẩn thận. Tuyệt,"Trà khá thơm. E mới đặt 3 hộp chưa sử dụng. Bây h mới bắt đầu. Tiki đóng hộp rất đẹp và cẩn thận. Tuyệt####[([0], [1, 2], 'POS'), ([17, 18], [19, 20, 21, 22, 23], 'POS'), ([], [24], 'POS')]"
Ăn và tập theo chế độ ead clean uống hết 5 hộp giảm đc 10kg . Rất rất tốt,"Ăn và tập theo chế độ ead clean uống hết 5 hộp giảm đc 10kg . Rất rất tốt####[([8], [12, 13, 14], 'POS'), ([], [16, 17, 18], 'POS')]"
"túi trà dễ bị rách, làm lá trà tràn ra ngoài, tác dụng giảm cân thì chưa thấy rõ do mới sử dụng","túi trà dễ bị rách, làm lá trà tràn ra ngoài, tác dụng giảm cân thì chưa thấy rõ do mới sử dụng####[([0, 1], [2, 3, 4], 'NEG'), ([11, 12, 13, 14], [16, 17, 18], 'NEU')]"
"nổi mụn li ti khắp mặt,, kiểu như dị ứng, ,thấy chán uống thì như trà thôi, ,giảm cân chưa xuống tí nào,,","nổi mụn li ti khắp mặt,, kiểu như dị ứng, ,thấy chán uống thì như trà thôi, ,giảm cân chưa xuống tí nào,,####[([], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'NEG'), ([], [10, 11], 'NEG'), ([12], [14, 15, 16], 'NEU'), ([18, 19], [20, 21, 22], 'NEG')]"
"Đã giảm được 2 kg sau khi uống hơn 1 tháng, mình có kết hợp ăn uống theo hộp hướng dẫn nữa, rất ok","Đã giảm được 2 kg sau khi uống hơn 1 tháng, mình có kết hợp ăn uống theo hộp hướng dẫn nữa, rất ok####[([7], [0, 1, 2, 3, 4], 'POS'), ([], [22, 23], 'POS')]"
"Uống 2 gói mỗi ngày, thấy thanh hẳn ra, không hề bị mệt như mấy cái sản phẩm giảm cân khác, rất ok","Uống 2 gói mỗi ngày, thấy thanh hẳn ra, không hề bị mệt như mấy cái sản phẩm giảm cân khác, rất ok####[([0], [6, 7, 8, 9, 10, 11, 12], 'POS'), ([], [21, 22], 'POS')]"
"Nên mua về xài, hiệu quả ok, nhưng nhớ cai sữa rồi mới được uống nha. Giảm ký rất ok, lại an toàn","Nên mua về xài, hiệu quả ok, nhưng nhớ cai sữa rồi mới được uống nha. Giảm ký rất ok, lại an toàn####[([], [0, 1], 'POS'), ([3], [4, 5, 6], 'POS'), ([16, 17], [18, 19], 'POS'), ([], [21, 22], 'POS')]"
"Sản phẩm ok, an toàn, tốt, uống không khó như mấy loại khác, không ngọt, không mệt, cũng có tác dụng","Sản phẩm ok, an toàn, tốt, uống không khó như mấy loại khác, không ngọt, không mệt, cũng có tác dụng####[([0, 1], [2], 'POS'), ([], [3, 4], 'POS'), ([], [5], 'POS'), ([6], [7, 8], 'POS'), ([], [13, 14], 'POS'), ([], [15, 16], 'POS'), ([], [19, 20], 'POS')]"
đóng gói đẹp nhân viên giao hàng rất hòa đồng để mình sử dụng xem coi có hiệu quả không,"đóng gói đẹp nhân viên giao hàng rất hòa đồng để mình sử dụng xem coi có hiệu quả không####[([0, 1], [2], 'POS'), ([3, 4, 5, 6], [7, 8, 9], 'POS'), ([12, 13], [], 'NEU')]"
"dễ uống, shop tư vấn nhiệt tình, đóng gói kĩ, có điều túi lọc hơi mỏng.","dễ uống, shop tư vấn nhiệt tình, đóng gói kĩ, có điều túi lọc hơi mỏng.####[([1], [0], 'POS'), ([2], [3, 4, 5, 6], 'POS'), ([7, 8], [9], 'POS'), ([12, 13], [14, 15], 'NEG')]"
Trà dễ uống nhưng chắc do mình chưa ăn uống đúng chế độ nên chưa giảm được cân nào,"Trà dễ uống nhưng chắc do mình chưa ăn uống đúng chế độ nên chưa giảm được cân nào####[([2], [1], 'POS'), ([], [14, 15, 16, 17, 18], 'NEG')]"
"Èo tốt quá, đã giảm được gần 2 ký sau khi uống cả tháng nay, dễ uống, không hề mệt mỏi","Èo tốt quá, đã giảm được gần 2 ký sau khi uống cả tháng nay, dễ uống, không hề mệt mỏi####[([], [1, 2], 'POS'), ([11], [3, 4, 5, 6, 7, 8], 'POS'), ([16], [15], 'POS'), ([], [17, 18, 19, 20], 'POS')]"
"Đúng là hàng xịn, giúp duy trì cân nặng rất tốt, không ảnh hưởng sức khoẻ, dễ dàng uống","Đúng là hàng xịn, giúp duy trì cân nặng rất tốt, không ảnh hưởng sức khoẻ, dễ dàng uống####[([2], [3], 'POS'), ([5, 6, 7, 8], [9, 10], 'POS'), ([14, 15], [11, 12, 13], 'POS'), ([18], [16, 17], 'POS')]"
"Mình sẽ ủng hộ dài dài, mua nhiều sản phẩm giảm cân rồi, mỗi loại này hài lòng nhất.","Mình sẽ ủng hộ dài dài, mua nhiều sản phẩm giảm cân rồi, mỗi loại này hài lòng nhất.####[([], [2, 3, 4, 5], 'POS'), ([14, 15], [16, 17, 18], 'POS')]"
"Ai mặc cảm vì tăng cân sau sinh, nên xem xét nghiên cứu sản phẩm này nha. Mình xài thấy rất ok","Ai mặc cảm vì tăng cân sau sinh, nên xem xét nghiên cứu sản phẩm này nha. Mình xài thấy rất ok####[([18], [20, 21], 'POS')]"
trà có mùi khó uống quá. k xuống được kí nào ham hố mua 2 hộp giờ còn nguyên,"trà có mùi khó uống quá. k xuống được kí nào ham hố mua 2 hộp giờ còn nguyên####[([4], [1, 2, 3], 'NEG'), ([], [6, 7, 8, 9, 10], 'NEG')]"
"Trà dễ uống lắm, k hề có tác dụng phụ gì, thích, giảm được ít rùi, sẽ tiếp tục","Trà dễ uống lắm, k hề có tác dụng phụ gì, thích, giảm được ít rùi, sẽ tiếp tục####[([2], [1, 2, 3], 'POS'), ([7, 8, 9], [4, 5, 6], 'POS'), ([], [11], 'POS'), ([], [12, 13, 14, 15], 'POS'), ([], [16, 17, 18], 'NEU')]"
"Sản phẩm rất hài lòng, không mệt, k buồn ngủ, k tác dụng phụ, và hiệu quả rõ rệt","Sản phẩm rất hài lòng, không mệt, k buồn ngủ, k tác dụng phụ, và hiệu quả rõ rệt####[([0, 1], [2, 3, 4], 'POS'), ([], [5, 6], 'POS'), ([], [7, 8, 9], 'POS'), ([11, 12, 13], [10], 'POS'), ([15, 16], [17, 18], 'POS')]"
"Không hề bị mệt mỏi hay gì khác, dễ uống, thanh, nước thơm, cảm giác nhẹ nhàng hơn","Không hề bị mệt mỏi hay gì khác, dễ uống, thanh, nước thơm, cảm giác nhẹ nhàng hơn####[([], [0, 1, 2, 3, 4, 5, 6, 7], 'POS'), ([9], [8], 'POS'), ([11], [10], 'POS'), ([11], [12], 'POS'), ([], [13, 14, 15, 16], 'POS')]"
"Quý vị nào đang cần giảm cân nên mua hen, mình uống 4 hộp rồi, đã giảm gần 5 cân","Quý vị nào đang cần giảm cân nên mua hen, mình uống 4 hộp rồi, đã giảm gần 5 cân####[([], [7, 8], 'POS'), ([11], [15, 16, 17, 18, 19], 'POS')]"
"Sau khi uống 2 tuần quay lại review, giảm dc hơn 1kg rùi, dễ uống, k tác dụng phụ","Sau khi uống 2 tuần quay lại review, giảm dc hơn 1kg rùi, dễ uống, k tác dụng phụ####[([], [8, 9, 10, 11, 12], 'POS'), ([14], [13], 'POS'), ([16, 17, 18], [15], 'POS')]"
"Thấy quảng cáo ok, comment cũng tốt mua thử, như quảng cáo, hiệu quả cao đáng tiền","Thấy quảng cáo ok, comment cũng tốt mua thử, như quảng cáo, hiệu quả cao đáng tiền####[([12, 13], [14], 'POS'), ([16], [15], 'POS')]"
"Tèng téng teng, đã giảm rùi hen, ngon lành, thắm vẫn xinh vẫn tươi và vẫn khoẻ","Tèng téng teng, đã giảm rùi hen, ngon lành, thắm vẫn xinh vẫn tươi và vẫn khoẻ####[([], [3, 4], 'POS'), ([], [7, 8], 'POS')]"
Sao mình thay ko hiệu qua gi het uống gần het tra rồi ma vẫn Baye,"Sao mình thay ko hiệu qua gi het uống gần het tra rồi ma vẫn Baye####[([], [3, 4, 5, 6, 7], 'NEG')]"
"uong roi nhung chua biet Duoc co ket qua gi không , hi vong la se giam Duoc can","uong roi nhung chua biet Duoc  co ket qua gi không , hi vong la se giam Duoc can####[([0], [], 'NEU'), ([16, 17, 18], [12, 13], 'NEU')]"
"Chỉ một chữ là chất như quả đất, ngọt như nước cất, đáng mất tiền mua","Chỉ một chữ là chất như quả đất, ngọt như nước cất, đáng mất tiền mua####[([], [4, 5, 6, 7], 'POS'), ([], [8, 9, 10, 11], 'POS'), ([14], [12, 13, 14, 15], 'POS')]"
"công ty uy tin, sản phẩm tốt, dịch vụ tiki rất tốt. Rắt ưng","công ty uy tin, sản phẩm tốt, dịch vụ tiki rất tốt. Rắt ưng####[([4, 5], [6], 'POS'), ([7, 8, 9], [10, 11], 'POS'), ([], [12, 13], 'POS')]"
"Sản phẩm tốt, chất lượng tốt, đáng mua. Hiệu quả rõ ràng","Sản phẩm tốt, chất lượng tốt, đáng mua. Hiệu quả rõ ràng####[([0, 1], [2], 'POS'), ([3, 4], [5], 'POS'), ([], [6, 7], 'POS'), ([8, 9], [10, 11], 'POS')]"
Chưa từng mua. nhưng lại có thể để lại đánh giá sản phẩm. đây có lẽ là nhược điểm của TIKI khi mà ko biết đâu là đánh giá thật đâu là đánh giá ảo. đọc nhận xét để xem chất lượng thế nào mà có cái tâng lên mây có cái dìm xuống thế này thì ko biết đâu mà lần,Chưa từng mua. nhưng lại có thể để lại đánh giá sản phẩm. đây có lẽ là nhược điểm của TIKI khi mà ko biết đâu là đánh giá thật đâu là đánh giá ảo. đọc nhận xét để xem chất lượng thế nào mà có cái tâng lên mây có cái dìm xuống thế này thì ko biết đâu mà lần####[]
minh đọc cm cua các ban va mua theo. kết quả uống hết 2hop + với che do an kiêng va ko xuống dược kg nao hic,"minh đọc cm cua các  ban va mua theo.  kết quả  uống  hết 2hop + với che do an kiêng va ko xuống  dược kg nao hic####[([11], [21, 22, 23, 24, 25], 'NEG')]"
"Sản phẩm quá tốt, không tác dụng phụ, hiệu quả, không mệt mỏi. Giảm hơn 2 ký rồi","Sản phẩm quá tốt, không tác dụng phụ, hiệu quả, không mệt mỏi. Giảm hơn 2 ký rồi####[([0, 1], [2, 3], 'POS'), ([5, 6, 7], [4], 'POS'), ([], [8, 9], 'POS'), ([], [10, 11, 12], 'POS'), ([], [13, 14, 15, 16, 17], 'POS')]"
ko có chỗ khoá để bảo quản vs lại ko đúng vs quảng cao,"ko có chỗ khoá để bảo quản vs lại ko đúng vs quảng cao####[([2, 3, 4, 5, 6], [0, 1], 'NEG'), ([], [9, 10, 11, 12, 13], 'NEG')]"
Hàng kém chất lượng quá. Vợt bị lõm và bóng thì bị méo cả 3 quả,"Hàng kém chất lượng quá. Vợt bị lõm và bóng thì bị méo cả 3 quả####[([0], [1, 2, 3, 4], 'NEG'), ([5], [6, 7], 'NEG'), ([9], [11, 12], 'NEG')]"
Mình dùng rồi kiến ít bâu vào Và không có hết kiến Thuốc nhanh bị chảy nước,"Mình dùng rồi kiến ít bâu vào Và không có hết kiến Thuốc nhanh bị chảy nước####[([1], [3, 4, 5, 6], 'NEG'), ([1], [8, 9, 10, 11], 'NEG'), ([12], [13, 14, 15, 16], 'NEG')]"
Sau khi dùng 2 ngày thì đến nay gần 6 tháng không còn thấy kiến nữa. Chuẩn!!!,"Sau khi dùng 2 ngày thì đến nay gần 6 tháng không còn thấy kiến nữa. Chuẩn!!!####[([2], [11, 12, 13, 14, 15], 'POS'), ([], [16], 'POS')]"
sản phẩm không mong đợi... vì kiến tha đồ ăn trong đó,"sản phẩm không mong đợi... vì kiến tha đồ ăn trong đó####[([0, 1], [2, 3, 4], 'NEG'), ([], [6, 7, 8, 9, 10, 11], 'NEG')]"
"Từ khi có loại bánh gạo chùm ngây này, mình chuyển sang sử dụng bánh gạo này luôn. Bánh ngon, màu sắc bắt mắt lại có chùm ngây tốt cho sức khoẻ nữa.","Từ khi có loại bánh gạo chùm ngây này, mình chuyển sang sử dụng bánh gạo này luôn. Bánh ngon, màu sắc bắt mắt lại có chùm ngây tốt cho sức khoẻ nữa.####[([18], [19], 'POS'), ([20, 21], [22, 23], 'POS'), ([26, 27], [28, 29, 30, 31], 'POS')]"
"Nhân viên tư vấn nhiệt tình, đóng gói cẩn thận. Bánh gạo vừa ăn, thơm mùi tảo biển. hợp cho người thích ăn vị mặn","Nhân viên tư vấn nhiệt tình, đóng gói cẩn thận. Bánh gạo vừa ăn, thơm mùi tảo biển. hợp cho người thích ăn vị mặn####[([0, 1], [2, 3, 4, 5], 'POS'), ([6, 7], [8, 9], 'POS'), ([10, 11], [12, 13], 'POS'), ([15, 16, 17], [14], 'POS')]"
"Tiki đóng gói cẩn thận, giao hàng nhanh. Sản phẩm ngon, ngon nhất trong những loại bánh gạo mình từng ăn luôn ạ.","Tiki đóng gói cẩn thận, giao hàng nhanh. Sản phẩm ngon, ngon nhất trong những loại bánh gạo mình từng ăn luôn ạ.####[([1, 2], [3, 4], 'POS'), ([5, 6], [7], 'POS'), ([8, 9], [10, 11, 12], 'POS')]"
Bánh ăn giòn thơm và có mùi tảo biển nên thấy lạ miệng. Ăn nhiều không bị ngán như loại vị ngọt.,"Bánh ăn giòn thơm và có mùi tảo biển nên thấy lạ miệng. Ăn nhiều không bị ngán như loại vị ngọt.####[([1], [2, 3], 'POS'), ([], [11, 12], 'POS'), ([13], [15, 16, 17], 'POS')]"
"Bánh ngon, thơm, đóng gói bao bì cẩn thận, nhận hàng không bị vụn. tks shop","Bánh ngon, thơm, đóng gói bao bì cẩn thận, nhận hàng không bị vụn. tks shop####[([0], [1, 2], 'POS'), ([3, 4, 5, 6], [7, 8], 'POS'), ([9, 10], [11, 12, 13], 'POS'), ([15], [14], 'POS')]"
"Bánh có mùi chùm ngây nhẹ nhẹ, ăn mặn mặn ngọt ngọt nghiền luôn","Bánh có mùi chùm ngây nhẹ nhẹ, ăn mặn mặn ngọt ngọt nghiền luôn####[([2], [3, 4, 5, 6], 'NEU'), ([7], [8, 9, 10, 11, 12, 13], 'POS')]"
Giá cả hợp lý. Sản phẩm chất lượng. Giao hàng nhanh chóng.,"Giá cả hợp lý. Sản phẩm chất lượng. Giao hàng nhanh chóng.####[([0, 1], [2, 3], 'POS'), ([4, 5], [6, 7], 'POS'), ([8, 9], [10, 11], 'POS')]"
"Đẹp, chống nước tttttttttttttttttttttttttttttttttttt","Đẹp, chống nước tttttttttttttttttttttttttttttttttttt####[([], [0], 'POS'), ([], [1, 2], 'POS')]"
"Mũ không quá nặng, khá chắc chắn, kinh chìm bên trong rất tiện.0","Mũ không quá nặng, khá chắc chắn, kinh chìm bên trong rất tiện.0####[([0], [1, 2, 3], 'POS'), ([], [4, 5, 6], 'POS'), ([7, 8, 9, 10], [11, 12], 'POS')]"
Giao hàng thiếu mất lưỡi chai. Được cái giao nhanh.,"Giao hàng thiếu mất lưỡi chai. Được cái giao nhanh.####[([0, 1], [2, 3], 'NEG'), ([8], [9], 'POS')]"
sản phẩm tốt. có nguồn gốc thảo dược. Mình sẽ mua tiếp,"sản phẩm tốt. có nguồn gốc thảo dược. Mình sẽ mua tiếp####[([0, 1], [2], 'POS'), ([4, 5], [6, 7], 'POS'), ([], [9, 10, 11], 'POS')]"
"Sản phẩm không thể lắp vừa cho xe Santafe 2019 Mặc dù đã đổi lại, nhưng vẫn nhận lại sản phẩm như cũ và không lắp vừa.","Sản phẩm không thể lắp vừa cho xe Santafe 2019. Mặc dù đã đổi lại, nhưng vẫn nhận lại sản phẩm như cũ và không lắp vừa.####[([4, 5], [2, 3], 'NEG'), ([13, 14], [16, 17, 18, 19, 20, 21, 22], 'NEG'), ([25, 26], [24], 'NEG')]"
"Không vừa với cửa santafe 2019, đề nghị đổi sản phẩm","Không vừa với cửa santafe 2019, đề nghị đổi sản phẩm####[([], [0, 1], 'NEG'), ([8, 9, 10], [6, 7], 'NEU')]"
