text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
"cảm ứng ko còn nhạy,",['cảm ứng'],"[('cảm ứng', 'NEG')]","[('cảm ứng', 'ko còn nhạy,')]","[('cảm ứng', 'ko còn nhạy,', 'NEG')]"
các cạnh không bo cong theo màn hình nên bị nhô lên,['các cạnh'],"[('các cạnh', 'NEG')]","[('các cạnh', 'không bo cong theo màn hình nên bị nhô lên')]","[('các cạnh', 'không bo cong theo màn hình nên bị nhô lên', 'NEG')]"
dễ bám bụi,[],[],[],[]
dễ tróc,[],[],[],[]
"Nhận đc hàng tương đối nhanh,",['Nhận đc hàng'],"[('Nhận đc hàng', 'POS')]","[('Nhận đc hàng', 'tương đối nhanh,')]","[('Nhận đc hàng', 'tương đối nhanh,', 'POS')]"
"tai trái k nghe đc,",['tai trái'],"[('tai trái', 'NEG')]","[('tai trái', 'k nghe đc,')]","[('tai trái', 'k nghe đc,', 'NEG')]"
cần hỗ trợ đổi trả lại hàng,['hỗ trợ đổi trả lại hàng'],"[('hỗ trợ đổi trả lại hàng', 'NEG')]","[('hỗ trợ đổi trả lại hàng', 'cần')]","[('hỗ trợ đổi trả lại hàng', 'cần', 'NEG')]"
"Giá rẻ,",['Giá'],"[('Giá', 'POS')]","[('Giá', 'rẻ,')]","[('Giá', 'rẻ,', 'POS')]"
dùng tốt lắm,['dùng'],"[('dùng', 'POS')]","[('dùng', 'tốt lắm')]","[('dùng', 'tốt lắm', 'POS')]"
dây kéo bị hưa,['dây kéo'],"[('dây kéo', 'NEG')]","[('dây kéo', 'bị hưa')]","[('dây kéo', 'bị hưa', 'NEG')]"
khó gắn vào,['gắn vào'],"[('gắn vào', 'NEG')]","[('gắn vào', 'khó')]","[('gắn vào', 'khó', 'NEG')]"
túi thì ổn,['túi'],"[('túi', 'POS')]","[('túi', 'ổn')]","[('túi', 'ổn', 'POS')]"
"Trà thơm,",['Trà'],"[('Trà', 'POS')]","[('Trà', 'thơm,')]","[('Trà', 'thơm,', 'POS')]"
"Lò nướng đẹp,",['Lò nướng'],"[('Lò nướng', 'POS')]","[('Lò nướng', 'đẹp,')]","[('Lò nướng', 'đẹp,', 'POS')]"
không quá nhỏ và cũng k quá to.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'không quá nhỏ và cũng k quá to.')]","[('<IA>', 'không quá nhỏ và cũng k quá to.', 'POS')]"
Đã dùng thử và cảm thấy khá hài lòng.,['dùng thử'],"[('dùng thử', 'POS')]","[('dùng thử', 'khá hài lòng.')]","[('dùng thử', 'khá hài lòng.', 'POS')]"
không có đèn,['đèn'],"[('đèn', 'NEG')]","[('đèn', 'không có')]","[('đèn', 'không có', 'NEG')]"
hơi khó để theo dõi bánh khi nướng.,['theo dõi bánh khi nướng.'],"[('theo dõi bánh khi nướng.', 'NEG')]","[('theo dõi bánh khi nướng.', 'khó')]","[('theo dõi bánh khi nướng.', 'khó', 'NEG')]"
sản phẩm ok lắm các bạn ạ,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'ok')]","[('sản phẩm', 'ok', 'POS')]"
nên các bạn nhớ mua ủng hộ shop nhe.,[],[],[],[]
Dây chất lượng tốt. Chắc chắn.,['Dây'],"[('Dây', 'POS')]","[('Dây', 'chất lượng tốt. Chắc chắn.')]","[('Dây', 'chất lượng tốt. Chắc chắn.', 'POS')]"
Giá cả phải chăng..,['Giá cả'],"[('Giá cả', 'POS')]","[('Giá cả', 'phải chăng..')]","[('Giá cả', 'phải chăng..', 'POS')]"
khi nao nhận dc hàng z,['nhận dc hàng'],"[('nhận dc hàng', 'NEU')]","[('nhận dc hàng', 'khi nao')]","[('nhận dc hàng', 'khi nao', 'NEU')]"
sản phẩm không sử dụng được.,['sản phẩm'],"[('sản phẩm', 'NEG')]","[('sản phẩm', 'không sử dụng được.')]","[('sản phẩm', 'không sử dụng được.', 'NEG')]"
Không biết đổi trả có được không,['đổi trả'],"[('đổi trả', 'NEU')]","[('đổi trả', '<IO>')]","[('đổi trả', '<IO>', 'NEU')]"
Tiki bookcare kém.,['Tiki bookcare'],"[('Tiki bookcare', 'NEG')]","[('Tiki bookcare', 'kém.')]","[('Tiki bookcare', 'kém.', 'NEG')]"
"Mấy mẹ nào muốn giảm ký nên mua, vừa sinh xong, cho con nghỉ bú lại càng nên mua.",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'nên mua, vừa sinh xong, cho con nghỉ bú lại càng nên mua.')]","[('<IA>', 'nên mua, vừa sinh xong, cho con nghỉ bú lại càng nên mua.', 'POS')]"
"uống trà này xong, cảm thấy yêu vô cùng",['uống trà này'],"[('uống trà này', 'POS')]","[('uống trà này', 'cảm thấy yêu vô cùng')]","[('uống trà này', 'cảm thấy yêu vô cùng', 'POS')]"
gel vệ sinh cực sạch luôn,['vệ sinh'],"[('vệ sinh', 'POS')]","[('vệ sinh', 'cực sạch')]","[('vệ sinh', 'cực sạch', 'POS')]"
nhỏ gọn,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'nhỏ gọn')]","[('<IA>', 'nhỏ gọn', 'POS')]"
dễ sử dụng,['sử dụng'],"[('sử dụng', 'POS')]","[('sử dụng', 'dễ')]","[('sử dụng', 'dễ', 'POS')]"
mà còn tiết kiệm,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'tiết kiệm')]","[('<IA>', 'tiết kiệm', 'POS')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"sản phẩm tốt,",['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'tốt,')]","[('sản phẩm', 'tốt,', 'POS')]"
giống như hình quảng cáo,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'giống như hình quảng cáo')]","[('<IA>', 'giống như hình quảng cáo', 'POS')]"
"chất vải không đẹp,",['chất vải'],"[('chất vải', 'NEG')]","[('chất vải', 'không đẹp,')]","[('chất vải', 'không đẹp,', 'NEG')]"
"đường may quá xấu,",['đường may'],"[('đường may', 'NEG')]","[('đường may', 'quá xấu,')]","[('đường may', 'quá xấu,', 'NEG')]"
Sản phẩm không thể lắp vừa,['lắp vừa'],"[('lắp vừa', 'NEG')]","[('lắp vừa', 'không thể')]","[('lắp vừa', 'không thể', 'NEG')]"
"đã đổi lại, nhưng vẫn nhận lại sản phẩm như cũ","['đổi lại,']","[('đổi lại,', 'NEG')]","[('đổi lại,', 'vẫn nhận lại sản phẩm như cũ')]","[('đổi lại,', 'vẫn nhận lại sản phẩm như cũ', 'NEG')]"
không lắp vừa.,['lắp vừa.'],"[('lắp vừa.', 'NEG')]","[('lắp vừa.', 'không')]","[('lắp vừa.', 'không', 'NEG')]"
Vừa mới nhận hàng sáng nay.,['nhận hàng'],"[('nhận hàng', 'NEU')]","[('nhận hàng', '<IO>')]","[('nhận hàng', '<IO>', 'NEU')]"
Bìa sách trang trước bị giập/ méo phần gáy trên.,"['Bìa sách trang trước', 'gáy']","[('Bìa sách trang trước', 'NEG'), ('gáy', 'NEG')]","[('Bìa sách trang trước', 'bị giập/ méo'), ('gáy', 'bị giập/ méo')]","[('Bìa sách trang trước', 'bị giập/ méo', 'NEG'), ('gáy', 'bị giập/ méo', 'NEG')]"
Đề nghị tiki chú ý gói hàng cẩn thận hơn.,['gói hàng'],"[('gói hàng', 'NEG')]","[('gói hàng', 'cẩn thận hơn.')]","[('gói hàng', 'cẩn thận hơn.', 'NEG')]"
Túi thì OK,['Túi'],"[('Túi', 'POS')]","[('Túi', 'OK')]","[('Túi', 'OK', 'POS')]"
không thấy miếng lót chuột tặng kèm đâu cả.,['miếng lót chuột tặng kèm'],"[('miếng lót chuột tặng kèm', 'NEG')]","[('miếng lót chuột tặng kèm', 'không thấy')]","[('miếng lót chuột tặng kèm', 'không thấy', 'NEG')]"
"Thật sự hay , ngay từ trang đầu đã gây ấn tượng",[],[],[],[]
đọc giống như có một người thấu hiểu và đồng cảm vậy,['đọc'],"[('đọc', 'POS')]","[('đọc', 'thấu hiểu và đồng cảm')]","[('đọc', 'thấu hiểu và đồng cảm', 'POS')]"
Sách mới sạch,['Sách'],"[('Sách', 'POS')]","[('Sách', 'mới sạch')]","[('Sách', 'mới sạch', 'POS')]"
kèm bìa bọc ở ngoài cẩn thận,['bìa bọc'],"[('bìa bọc', 'POS')]","[('bìa bọc', 'cẩn thận')]","[('bìa bọc', 'cẩn thận', 'POS')]"
tiki đóng gói cẩn thận.,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận.')]","[('đóng gói', 'cẩn thận.', 'POS')]"
đã dùng thử rất thích.,['dùng thử'],"[('dùng thử', 'POS')]","[('dùng thử', 'rất thích.')]","[('dùng thử', 'rất thích.', 'POS')]"
sẽ mua tiếp,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'sẽ mua tiếp')]","[('<IA>', 'sẽ mua tiếp', 'POS')]"
"Sp tốt,",['Sp'],"[('Sp', 'POS')]","[('Sp', 'tốt,')]","[('Sp', 'tốt,', 'POS')]"
chưa báo chính xác tg giao hàng cho lắm,['tg giao hàng'],"[('tg giao hàng', 'NEG')]","[('tg giao hàng', 'chưa báo chính xác')]","[('tg giao hàng', 'chưa báo chính xác', 'NEG')]"
sp tot,['sp'],"[('sp', 'POS')]","[('sp', 'tot')]","[('sp', 'tot', 'POS')]"
"nội dung chữ hán chính xác , dễ hiểu,",['nội dung chữ hán'],"[('nội dung chữ hán', 'POS')]","[('nội dung chữ hán', 'chính xác , dễ hiểu,')]","[('nội dung chữ hán', 'chính xác , dễ hiểu,', 'POS')]"
tôi rất thích cái can này,['cái can này'],"[('cái can này', 'POS')]","[('cái can này', 'rất thích')]","[('cái can này', 'rất thích', 'POS')]"
nhỏ gọn,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'nhỏ gọn')]","[('<IA>', 'nhỏ gọn', 'POS')]"
dễ sử dụng,['sử dụng'],"[('sử dụng', 'POS')]","[('sử dụng', 'dễ')]","[('sử dụng', 'dễ', 'POS')]"
"vừa đặt hàng hòm trước , hòm sau đã nhận được",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'vừa đặt hàng hòm trước , hòm sau đã nhận được')]","[('<IA>', 'vừa đặt hàng hòm trước , hòm sau đã nhận được', 'POS')]"
Người chuyển hàng rất than thiện,['Người chuyển hàng'],"[('Người chuyển hàng', 'POS')]","[('Người chuyển hàng', 'rất than thiện')]","[('Người chuyển hàng', 'rất than thiện', 'POS')]"
"xài rất thơm, mịn màng làn da, thẩm thấu nhanh,",['xài'],"[('xài', 'POS')]","[('xài', 'rất thơm, mịn màng làn da, thẩm thấu nhanh,')]","[('xài', 'rất thơm, mịn màng làn da, thẩm thấu nhanh,', 'POS')]"
đáng 5 sao,[],[],[],[]
sp siêu cute,['sp'],"[('sp', 'POS')]","[('sp', 'siêu cute')]","[('sp', 'siêu cute', 'POS')]"
lúc giao hàng thì hơi sớm,['giao hàng'],"[('giao hàng', 'NEU')]","[('giao hàng', 'hơi sớm')]","[('giao hàng', 'hơi sớm', 'NEU')]"
"2 thành phần của máy không liên kết với nhau,",['2 thành phần của máy'],"[('2 thành phần của máy', 'NEG')]","[('2 thành phần của máy', 'không liên kết với nhau,')]","[('2 thành phần của máy', 'không liên kết với nhau,', 'NEG')]"
Dùng được trong tầm giá.,['tầm giá.'],"[('tầm giá.', 'NEU')]","[('tầm giá.', 'Dùng được')]","[('tầm giá.', 'Dùng được', 'NEU')]"
"Dép đẹp hơn cả hình,",['Dép'],"[('Dép', 'POS')]","[('Dép', 'đẹp')]","[('Dép', 'đẹp', 'POS')]"
"mang êm chân, rất thích.",['mang'],"[('mang', 'POS')]","[('mang', 'êm chân,')]","[('mang', 'êm chân,', 'POS')]"
Được cái Tiki giao hàng nhanh nữa.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
"Tin dùng loại này của durex,","['loại này của durex,']","[('loại này của durex,', 'POS')]","[('loại này của durex,', 'Tin dùng')]","[('loại này của durex,', 'Tin dùng', 'POS')]"
hàng chính hãng,['hàng'],"[('hàng', 'POS')]","[('hàng', 'chính hãng')]","[('hàng', 'chính hãng', 'POS')]"
giá khá tốt,['giá'],"[('giá', 'POS')]","[('giá', 'khá tốt')]","[('giá', 'khá tốt', 'POS')]"
sản phẩm Sữa Tắm Chiết Xuất Sữa Dê Five Goats 1000g - Trắng ok,['sản phẩm Sữa Tắm Chiết Xuất Sữa Dê Five Goats 1000g - Trắng'],"[('sản phẩm Sữa Tắm Chiết Xuất Sữa Dê Five Goats 1000g - Trắng', 'POS')]","[('sản phẩm Sữa Tắm Chiết Xuất Sữa Dê Five Goats 1000g - Trắng', 'ok')]","[('sản phẩm Sữa Tắm Chiết Xuất Sữa Dê Five Goats 1000g - Trắng', 'ok', 'POS')]"
"Bìa đẹp,",['Bìa'],"[('Bìa', 'POS')]","[('Bìa', 'đẹp,')]","[('Bìa', 'đẹp,', 'POS')]"
4 tấm postcard cực xinh.,['4 tấm postcard'],"[('4 tấm postcard', 'POS')]","[('4 tấm postcard', 'cực xinh.')]","[('4 tấm postcard', 'cực xinh.', 'POS')]"
Tiki đóng gói và giao hàng nhanh,"['đóng gói', 'giao hàng']","[('đóng gói', 'POS'), ('giao hàng', 'POS')]","[('đóng gói', 'nhanh'), ('giao hàng', 'nhanh')]","[('đóng gói', 'nhanh', 'POS'), ('giao hàng', 'nhanh', 'POS')]"
"Bao da vừa, đẹp,",['Bao da'],"[('Bao da', 'POS')]","[('Bao da', 'vừa, đẹp,')]","[('Bao da', 'vừa, đẹp,', 'POS')]"
"ốp sau lưng trong, thấy được logo apple,",['ốp sau lưng'],"[('ốp sau lưng', 'POS')]","[('ốp sau lưng', 'trong, thấy được logo apple,')]","[('ốp sau lưng', 'trong, thấy được logo apple,', 'POS')]"
đậy nắp tắt màn hình như trong giới thiệu.,['đậy nắp tắt màn hình'],"[('đậy nắp tắt màn hình', 'POS')]","[('đậy nắp tắt màn hình', 'như trong giới thiệu.')]","[('đậy nắp tắt màn hình', 'như trong giới thiệu.', 'POS')]"
Đóng gói ok.,['Đóng gói'],"[('Đóng gói', 'POS')]","[('Đóng gói', 'ok.')]","[('Đóng gói', 'ok.', 'POS')]"
Sẽ tiếp tục ủng hộ shop.,['shop.'],"[('shop.', 'POS')]","[('shop.', 'Sẽ tiếp tục ủng hộ')]","[('shop.', 'Sẽ tiếp tục ủng hộ', 'POS')]"
chất lượng kém quá,['chất lượng'],"[('chất lượng', 'NEG')]","[('chất lượng', 'kém quá')]","[('chất lượng', 'kém quá', 'NEG')]"
.loa hát thì rè,['hát'],"[('hát', 'NEG')]","[('hát', 'rè')]","[('hát', 'rè', 'NEG')]"
.bắt tiếng rất nhỏ,['.bắt tiếng'],"[('.bắt tiếng', 'NEG')]","[('.bắt tiếng', 'rất nhỏ')]","[('.bắt tiếng', 'rất nhỏ', 'NEG')]"
Bác sĩ da liễu khuyên mình dùng loại này.,[],[],[],[]
"Rất ok,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ok,')]","[('<IA>', 'ok,', 'POS')]"
"giảm mụn hẳn,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'giảm mụn hẳn,')]","[('<IA>', 'giảm mụn hẳn,', 'POS')]"
ít shop bán quá.,['shop bán'],"[('shop bán', 'NEG')]","[('shop bán', 'ít')]","[('shop bán', 'ít', 'NEG')]"
"balo đẹp như hình,",['balo'],"[('balo', 'POS')]","[('balo', 'đẹp như hình,')]","[('balo', 'đẹp như hình,', 'POS')]"
"sd đc 1 thời gian rồi nhưng vẫn còn tốt,",['sd'],"[('sd', 'POS')]","[('sd', 'vẫn còn tốt,')]","[('sd', 'vẫn còn tốt,', 'POS')]"
"giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
shipper thân thiện,['shipper'],"[('shipper', 'POS')]","[('shipper', 'thân thiện')]","[('shipper', 'thân thiện', 'POS')]"
"Máy đẹp,",['Máy'],"[('Máy', 'POS')]","[('Máy', 'đẹp,')]","[('Máy', 'đẹp,', 'POS')]"
"chắc chắn,",['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'chắc chắn,')]","[('<IA>', 'chắc chắn,', 'POS')]"
đóng gói giao hàng nhanh chóng,"['đóng gói', 'giao hàng']","[('đóng gói', 'POS'), ('giao hàng', 'POS')]","[('đóng gói', 'nhanh chóng'), ('giao hàng', 'nhanh chóng')]","[('đóng gói', 'nhanh chóng', 'POS'), ('giao hàng', 'nhanh chóng', 'POS')]"
"giao hàng cẩn thận,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'cẩn thận,')]","[('giao hàng', 'cẩn thận,', 'POS')]"
"sử dụng tốt,",['sử dụng'],"[('sử dụng', 'POS')]","[('sử dụng', 'tốt,')]","[('sử dụng', 'tốt,', 'POS')]"
Bắt buộc phải bật nguồn cho tất cả các thiết bị muốn chuyển đổi.,[],[],[],[]
Gây ra sự bất tiện khi sử dụng,['sử dụng'],"[('sử dụng', 'NEG')]","[('sử dụng', 'bất tiện')]","[('sử dụng', 'bất tiện', 'NEG')]"
chuyên hàng nhanh,"['chuyên', 'hàng']","[('chuyên', 'POS'), ('hàng', 'POS')]","[('chuyên', 'nhanh'), ('hàng', 'nhanh')]","[('chuyên', 'nhanh', 'POS'), ('hàng', 'nhanh', 'POS')]"
đẹp,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'đẹp')]","[('<IA>', 'đẹp', 'POS')]"
rẻ,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'rẻ')]","[('<IA>', 'rẻ', 'POS')]"
chất lượng,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'chất lượng')]","[('<IA>', 'chất lượng', 'POS')]"
như hình chụp,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'như hình chụp')]","[('<IA>', 'như hình chụp', 'POS')]"
trùng 2 bảng,['bảng'],"[('bảng', 'NEG')]","[('bảng', 'trùng')]","[('bảng', 'trùng', 'NEG')]"
bị hư ở phía trong.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'bị hư')]","[('<IA>', 'bị hư', 'NEG')]"
thất vọng,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'thất vọng')]","[('<IA>', 'thất vọng', 'NEG')]"
"Rất hài lòng về sản phẩm,","['sản phẩm,']","[('sản phẩm,', 'POS')]","[('sản phẩm,', 'Rất hài lòng')]","[('sản phẩm,', 'Rất hài lòng', 'POS')]"
"shop giao đúng màu hồng,","['màu hồng,']","[('màu hồng,', 'POS')]","[('màu hồng,', 'giao đúng')]","[('màu hồng,', 'giao đúng', 'POS')]"
yêu quá ạ,[],[],[],[]
sản phẩm hai màu trắng khác nhau,['sản phẩm hai màu trắng'],"[('sản phẩm hai màu trắng', 'NEG')]","[('sản phẩm hai màu trắng', 'khác nhau')]","[('sản phẩm hai màu trắng', 'khác nhau', 'NEG')]"
43inch Thì to quá,['43inch'],"[('43inch', 'NEG')]","[('43inch', 'to quá')]","[('43inch', 'to quá', 'NEG')]"
ko vừa giá,['giá'],"[('giá', 'NEG')]","[('giá', 'ko vừa')]","[('giá', 'ko vừa', 'NEG')]"
"Đế không bám, dễ rớt đế,","['Đế', 'đế,']","[('Đế', 'NEG'), ('đế,', 'NEG')]","[('Đế', 'không bám, dễ rớt'), ('đế,', 'không bám, dễ rớt')]","[('Đế', 'không bám, dễ rớt', 'NEG'), ('đế,', 'không bám, dễ rớt', 'NEG')]"
đang ủi nhất lên là rớt đế xuống ngay.,['ủi'],"[('ủi', 'NEG')]","[('ủi', 'rớt đế')]","[('ủi', 'rớt đế', 'NEG')]"
miếng vải ủi đc hồi thì bong ra luôn.,['miếng vải'],"[('miếng vải', 'NEG')]","[('miếng vải', 'bong ra')]","[('miếng vải', 'bong ra', 'NEG')]"
Sản phẩm nhìn cũng không mới.,['Sản phẩm'],"[('Sản phẩm', 'NEG')]","[('Sản phẩm', 'không mới.')]","[('Sản phẩm', 'không mới.', 'NEG')]"
"shop nên kiểm tra lại chính xác trước khi đăng mô tả,","['đăng mô tả,']","[('đăng mô tả,', 'NEG')]","[('đăng mô tả,', 'nên kiểm tra lại chính xác')]","[('đăng mô tả,', 'nên kiểm tra lại chính xác', 'NEG')]"
"mang vào chậc nấc khó thở luôn,",['mang vào'],"[('mang vào', 'NEG')]","[('mang vào', 'chậc nấc khó thở')]","[('mang vào', 'chậc nấc khó thở', 'NEG')]"
size S của Shop chỉ dành cho vòng mông dưới 80 thôi,['size S của Shop'],"[('size S của Shop', 'NEU')]","[('size S của Shop', 'chỉ dành cho vòng mông dưới 80')]","[('size S của Shop', 'chỉ dành cho vòng mông dưới 80', 'NEU')]"
giao nhanh.,['giao'],"[('giao', 'POS')]","[('giao', 'nhanh.')]","[('giao', 'nhanh.', 'POS')]"
sách mới nguyên.,['sách'],"[('sách', 'POS')]","[('sách', 'mới nguyên.')]","[('sách', 'mới nguyên.', 'POS')]"
"bìa có 1 vài vết sờn,",['bìa'],"[('bìa', 'NEG')]","[('bìa', 'có 1 vài vết sờn,')]","[('bìa', 'có 1 vài vết sờn,', 'NEG')]"
góc bị quăn.,['góc'],"[('góc', 'NEG')]","[('góc', 'bị quăn.')]","[('góc', 'bị quăn.', 'NEG')]"
sản phẩm sử dụng rất tốt .,['sử dụng'],"[('sử dụng', 'POS')]","[('sử dụng', 'rất tốt')]","[('sử dụng', 'rất tốt', 'POS')]"
"mình dùng thấy tóc bết hơn rất nhiều,",['dùng'],"[('dùng', 'NEG')]","[('dùng', 'bết hơn rất nhiều,')]","[('dùng', 'bết hơn rất nhiều,', 'NEG')]"
ngoại trừ là mùi khá thơm,['mùi'],"[('mùi', 'POS')]","[('mùi', 'khá thơm')]","[('mùi', 'khá thơm', 'POS')]"
bạn nào giúp mình cách dùng loại này được không ạ,[],[],[],[]
Sách khá tốt,['Sách'],"[('Sách', 'POS')]","[('Sách', 'khá tốt')]","[('Sách', 'khá tốt', 'POS')]"
shipper thiếu chuyên nghiệp và còn gắt gỏng với khách,['shipper'],"[('shipper', 'NEG')]","[('shipper', 'thiếu chuyên nghiệp và còn gắt gỏng')]","[('shipper', 'thiếu chuyên nghiệp và còn gắt gỏng', 'NEG')]"
Sản phẩm được giao đúng như mô tả.,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'đúng như mô tả.')]","[('Sản phẩm', 'đúng như mô tả.', 'POS')]"
Sẽ ủng hộ tiếp.,[],[],[],[]
Giao hàng nhanh.,['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh.')]","[('Giao hàng', 'nhanh.', 'POS')]"
Giá rẻ tiết kiệm.,['Giá'],"[('Giá', 'POS')]","[('Giá', 'rẻ tiết kiệm.')]","[('Giá', 'rẻ tiết kiệm.', 'POS')]"
Sách đẹp.,['Sách'],"[('Sách', 'POS')]","[('Sách', 'đẹp.')]","[('Sách', 'đẹp.', 'POS')]"
Sạc đúng 5 cell.,['Sạc'],"[('Sạc', 'POS')]","[('Sạc', 'đúng 5 cell.')]","[('Sạc', 'đúng 5 cell.', 'POS')]"
nhựa cứng cáp,['nhựa'],"[('nhựa', 'POS')]","[('nhựa', 'cứng cáp')]","[('nhựa', 'cứng cáp', 'POS')]"
"ko khác gì các sạc thường,",[],[],[],[]
mở ra mà khổ,['mở ra'],"[('mở ra', 'NEG')]","[('mở ra', 'khổ')]","[('mở ra', 'khổ', 'NEG')]"
Nói chung là chất lượng tốt,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tốt')]","[('chất lượng', 'tốt', 'POS')]"
Mặc dù báo là thứ 5 mới giao nhưng thứ 3 đã có.,['giao'],"[('giao', 'POS')]","[('giao', '<IO>')]","[('giao', '<IO>', 'POS')]"
"giao khá nhanh,",['giao'],"[('giao', 'POS')]","[('giao', 'khá nhanh,')]","[('giao', 'khá nhanh,', 'POS')]"
"sản phẩm ổn, đep,",['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'ổn, đep,')]","[('sản phẩm', 'ổn, đep,', 'POS')]"
bao có hơi rách một chút,['bao'],"[('bao', 'NEG')]","[('bao', 'hơi rách')]","[('bao', 'hơi rách', 'NEG')]"
cũng không ảnh hưởng.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'không ảnh hưởng.')]","[('<IA>', 'không ảnh hưởng.', 'POS')]"
Khá hài lòng.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hài lòng.')]","[('<IA>', 'hài lòng.', 'POS')]"
giao đúng mẫu.,['giao'],"[('giao', 'POS')]","[('giao', 'đúng mẫu.')]","[('giao', 'đúng mẫu.', 'POS')]"
có mấy chỗ chỉ may bị lỗi,['chỉ may'],"[('chỉ may', 'NEG')]","[('chỉ may', 'bị lỗi')]","[('chỉ may', 'bị lỗi', 'NEG')]"
không biết sau có bung dần ra không.,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'bung dần ra')]","[('<IA>', 'bung dần ra', 'NEG')]"
thiết kế đẹp.,['thiết kế'],"[('thiết kế', 'POS')]","[('thiết kế', 'đẹp.')]","[('thiết kế', 'đẹp.', 'POS')]"
đeo vào tai khá thỏa mái.,['đeo vào tai'],"[('đeo vào tai', 'POS')]","[('đeo vào tai', 'khá thỏa mái.')]","[('đeo vào tai', 'khá thỏa mái.', 'POS')]"
"đàm thoại trong nhà thì nghe tốt,",['nghe'],"[('nghe', 'POS')]","[('nghe', 'tốt,')]","[('nghe', 'tốt,', 'POS')]"
thu âm tốt.,['thu âm'],"[('thu âm', 'POS')]","[('thu âm', 'tốt.')]","[('thu âm', 'tốt.', 'POS')]"
khi ra ngoài thì thì thu tạp âm quá nhiều,['thu tạp âm'],"[('thu tạp âm', 'NEG')]","[('thu tạp âm', 'quá nhiều')]","[('thu tạp âm', 'quá nhiều', 'NEG')]"
"dải thu âm dài),",['dải thu âm'],"[('dải thu âm', 'NEG')]","[('dải thu âm', 'dài),')]","[('dải thu âm', 'dài),', 'NEG')]"
tai nghe nhỏ khi ra đường,['tai nghe'],"[('tai nghe', 'NEG')]","[('tai nghe', 'nhỏ')]","[('tai nghe', 'nhỏ', 'NEG')]"
kết nối bluetooth 2 thiết bị cùng lúc thì chập chờn lúc được lúc không.,['kết nối bluetooth 2 thiết bị cùng lúc'],"[('kết nối bluetooth 2 thiết bị cùng lúc', 'NEG')]","[('kết nối bluetooth 2 thiết bị cùng lúc', 'chập chờn lúc được lúc không.')]","[('kết nối bluetooth 2 thiết bị cùng lúc', 'chập chờn lúc được lúc không.', 'NEG')]"
"Tai nghe này phù hợp đàm thoại trong nhà ít tạp âm thôi,",[],[],[],[]
giao hang nhiet tinh,['giao hang'],"[('giao hang', 'POS')]","[('giao hang', 'nhiet tinh')]","[('giao hang', 'nhiet tinh', 'POS')]"
",dong goi can than","[',dong goi']","[(',dong goi', 'POS')]","[(',dong goi', 'can than')]","[(',dong goi', 'can than', 'POS')]"
",san pham sai rat em",['sai'],"[('sai', 'POS')]","[('sai', 'rat em')]","[('sai', 'rat em', 'POS')]"
",ung ho sop thiem",['sop'],"[('sop', 'POS')]","[('sop', ',ung ho')]","[('sop', ',ung ho', 'POS')]"
