text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
"Rất thích nước giặt này, trước mình hay mua trong siêu thị nhưng vừa rồi thấy Tiki bán rẻ hơn nên đặt ở Tiki. Mùi thơm nhẹ nhàng, dễ chịu, giặt đồ sạch.","['nước giặt này,', 'Tiki', 'Mùi', 'giặt đồ']","[('nước giặt này,', 'POS'), ('Tiki', 'POS'), ('Mùi', 'POS'), ('giặt đồ', 'POS')]","[('nước giặt này,', 'Rất thích'), ('Tiki', 'bán rẻ hơn'), ('Mùi', 'thơm nhẹ nhàng, dễ chịu,'), ('giặt đồ', 'sạch.')]","[('nước giặt này,', 'Rất thích', 'POS'), ('Tiki', 'bán rẻ hơn', 'POS'), ('Mùi', 'thơm nhẹ nhàng, dễ chịu,', 'POS'), ('giặt đồ', 'sạch.', 'POS')]"
dep va om rat ok mac cung la vua,"['<IA>', '<IA>', 'mac']","[('<IA>', 'POS'), ('<IA>', 'POS'), ('mac', 'POS')]","[('<IA>', 'dep va om'), ('<IA>', 'rat ok'), ('mac', 'vua')]","[('<IA>', 'dep va om', 'POS'), ('<IA>', 'rat ok', 'POS'), ('mac', 'vua', 'POS')]"
"giao hàng nhanh, hình thức tốt kh bị bẩn hay gấp nếp, nội dung khỏi bàn rồi","['giao hàng', 'hình thức', 'nội dung']","[('giao hàng', 'POS'), ('hình thức', 'POS'), ('nội dung', 'POS')]","[('giao hàng', 'nhanh,'), ('hình thức', 'tốt kh bị bẩn hay gấp nếp,'), ('nội dung', 'khỏi bàn')]","[('giao hàng', 'nhanh,', 'POS'), ('hình thức', 'tốt kh bị bẩn hay gấp nếp,', 'POS'), ('nội dung', 'khỏi bàn', 'POS')]"
"Bánh ngon, giòn, rất thích hợp với người bị bệnh tiểu đường","['Bánh', '<IA>']","[('Bánh', 'POS'), ('<IA>', 'POS')]","[('Bánh', 'ngon, giòn,'), ('<IA>', 'rất thích hợp với người bị bệnh tiểu đường')]","[('Bánh', 'ngon, giòn,', 'POS'), ('<IA>', 'rất thích hợp với người bị bệnh tiểu đường', 'POS')]"
ko bít do vận chuyển hay thế nào nhưng mình nhận đx hàng thì bị bể 1 cái. Làm biếng đổi lại nhưng lần sau shop vs tiki nên chú ý hơn chút.,"['hàng', 'shop', 'tiki']","[('hàng', 'NEG'), ('shop', 'NEU'), ('tiki', 'NEU')]","[('hàng', 'bị bể 1 cái.'), ('shop', 'nên chú ý hơn chút.'), ('tiki', 'nên chú ý hơn chút.')]","[('hàng', 'bị bể 1 cái.', 'NEG'), ('shop', 'nên chú ý hơn chút.', 'NEU'), ('tiki', 'nên chú ý hơn chút.', 'NEU')]"
đóng gói rất cẩn thận. lần sau lại ủng hộ shop. cảm ơn,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'rất cẩn thận.')]","[('đóng gói', 'rất cẩn thận.', 'POS')]"
"Hàng đẹp , gói kĩ , giao hàng nhanh Nhưng cũng có ít vết dơ chắc do giao hàng nhưng ko sao","['Hàng', 'gói', 'giao hàng', 'vết dơ']","[('Hàng', 'POS'), ('gói', 'POS'), ('giao hàng', 'POS'), ('vết dơ', 'NEG')]","[('Hàng', 'đẹp'), ('gói', 'kĩ'), ('giao hàng', 'nhanh'), ('vết dơ', 'ít')]","[('Hàng', 'đẹp', 'POS'), ('gói', 'kĩ', 'POS'), ('giao hàng', 'nhanh', 'POS'), ('vết dơ', 'ít', 'NEG')]"
"tiki. mình mới mua máy từ 13/10. giờ thấy máy bị khét, ko lên đèn nữa. hàng có được bảo hành ko shop","['máy', 'đèn']","[('máy', 'NEG'), ('đèn', 'NEG')]","[('máy', 'bị khét,'), ('đèn', 'ko lên')]","[('máy', 'bị khét,', 'NEG'), ('đèn', 'ko lên', 'NEG')]"
"Mình vừa nhận sản phẩm, nhưng không hiểu sao cáp không có sạc nhanh. Thiết bị mình dùng là SS Note 8 và cốc sạc chính hãng, đã thay cốc sạc khác vẫn vậy, thay cáp khác vào thì sạc nhanh bình thường.",['cáp'],"[('cáp', 'NEG')]","[('cáp', 'không có sạc nhanh.')]","[('cáp', 'không có sạc nhanh.', 'NEG')]"
"Mua về dùng thử ngày đầu chưa quen, uống chưa được dịu nhưng ngủ khả là ngon giấc, không mộng mị.","['dùng thử', 'uống', 'ngủ']","[('dùng thử', 'NEG'), ('uống', 'NEG'), ('ngủ', 'POS')]","[('dùng thử', 'chưa quen,'), ('uống', 'chưa được dịu'), ('ngủ', 'ngon giấc, không mộng mị.')]","[('dùng thử', 'chưa quen,', 'NEG'), ('uống', 'chưa được dịu', 'NEG'), ('ngủ', 'ngon giấc, không mộng mị.', 'POS')]"
có vết hở ngay seal bị kéo ra như hình. Bị khui trước khi mở hộp. Tuy nhiên kiểm tra kỹ chuột bên trong thì không có một vết trầy xước gì hết nên không sao. Xài cùng với phần mềm logitech options rất ngon lành.,"['seal', 'seal', 'hộp.', 'vết trầy xước', '<IA>', 'Xài']","[('seal', 'NEG'), ('seal', 'NEG'), ('hộp.', 'NEG'), ('vết trầy xước', 'POS'), ('<IA>', 'POS'), ('Xài', 'POS')]","[('seal', 'có vết hở'), ('seal', 'bị kéo ra'), ('hộp.', 'Bị khui trước khi mở'), ('vết trầy xước', 'không có'), ('<IA>', 'không sao.'), ('Xài', 'rất ngon lành.')]","[('seal', 'có vết hở', 'NEG'), ('seal', 'bị kéo ra', 'NEG'), ('hộp.', 'Bị khui trước khi mở', 'NEG'), ('vết trầy xước', 'không có', 'POS'), ('<IA>', 'không sao.', 'POS'), ('Xài', 'rất ngon lành.', 'POS')]"
"T trước toàn xài điều hoà daikin, panasonic inveter . Đợt này mua con tivi asanzo thấy sài đc nên cũng thử quả k12a này cũng chưa biết thế nào. Giá rẻ nên mua mình tự thuê lắp tổng thành 7.8 triệu cho asanzo 12.000 btu inveter","['sài', 'thử', 'Giá']","[('sài', 'POS'), ('thử', 'NEU'), ('Giá', 'POS')]","[('sài', 'đc'), ('thử', 'chưa biết thế nào.'), ('Giá', 'rẻ')]","[('sài', 'đc', 'POS'), ('thử', 'chưa biết thế nào.', 'NEU'), ('Giá', 'rẻ', 'POS')]"
Giao hành rất nhanh mới đặt hôm trước hôm sau nhận đc hàng. Shiper rất nhiệt tình. Chất lượng so thì khỏi bàn,"['Giao hành', 'Shiper', 'Chất lượng']","[('Giao hành', 'POS'), ('Shiper', 'POS'), ('Chất lượng', 'POS')]","[('Giao hành', 'rất nhanh'), ('Shiper', 'rất nhiệt tình.'), ('Chất lượng', 'khỏi bàn')]","[('Giao hành', 'rất nhanh', 'POS'), ('Shiper', 'rất nhiệt tình.', 'POS'), ('Chất lượng', 'khỏi bàn', 'POS')]"
"Mùi thơm của tỏi cháy, chà bông vị vừa ăn không quá mặn. hài lòng.","['Mùi', 'vị']","[('Mùi', 'POS'), ('vị', 'POS')]","[('Mùi', 'thơm'), ('vị', 'vừa ăn không quá mặn.')]","[('Mùi', 'thơm', 'POS'), ('vị', 'vừa ăn không quá mặn.', 'POS')]"
"Tiki giao hàng nhanh, cẩn thận, sớm hơn dự kiến 1 tuần (dù thời gian giao hàng sau đặt là 2 tuần :)). Balo to hơn so với mình nghĩ, khá chắc chắn, đường may cẩn thận. Khá ổn so với giá tiền :)","['giao hàng', 'Balo', '<IA>', 'đường may', 'giá tiền']","[('giao hàng', 'POS'), ('Balo', 'NEU'), ('<IA>', 'POS'), ('đường may', 'POS'), ('giá tiền', 'POS')]","[('giao hàng', 'nhanh, cẩn thận, sớm hơn dự kiến'), ('Balo', 'to hơn so với mình nghĩ,'), ('<IA>', 'khá chắc chắn,'), ('đường may', 'cẩn thận.'), ('giá tiền', 'Khá ổn')]","[('giao hàng', 'nhanh, cẩn thận, sớm hơn dự kiến', 'POS'), ('Balo', 'to hơn so với mình nghĩ,', 'NEU'), ('<IA>', 'khá chắc chắn,', 'POS'), ('đường may', 'cẩn thận.', 'POS'), ('giá tiền', 'Khá ổn', 'POS')]"
"Sản phẩm dùng ổn định, mẫu mã đẹp, khá hài lòng với sản phẩm","['dùng', 'mẫu mã', 'sản phẩm']","[('dùng', 'POS'), ('mẫu mã', 'POS'), ('sản phẩm', 'POS')]","[('dùng', 'ổn định,'), ('mẫu mã', 'đẹp,'), ('sản phẩm', 'khá hài lòng')]","[('dùng', 'ổn định,', 'POS'), ('mẫu mã', 'đẹp,', 'POS'), ('sản phẩm', 'khá hài lòng', 'POS')]"
"Đồng ý là dao y chang hình. Nhưng dao khá mỏng manh. Kéo thì yếu lắm, cắt mà không ăn tý nào. Nếu giá như vậy thì dao ok, nhưng kéo thì không tốt lắm. Không hài lòng lắm","['dao', 'dao', 'Kéo', 'cắt', 'dao', 'kéo', '<IA>']","[('dao', 'POS'), ('dao', 'NEG'), ('Kéo', 'NEG'), ('cắt', 'NEG'), ('dao', 'POS'), ('kéo', 'NEG'), ('<IA>', 'NEG')]","[('dao', 'y chang hình.'), ('dao', 'khá mỏng manh.'), ('Kéo', 'yếu lắm,'), ('cắt', 'không ăn tý nào.'), ('dao', 'ok,'), ('kéo', 'không tốt lắm.'), ('<IA>', 'Không hài lòng')]","[('dao', 'y chang hình.', 'POS'), ('dao', 'khá mỏng manh.', 'NEG'), ('Kéo', 'yếu lắm,', 'NEG'), ('cắt', 'không ăn tý nào.', 'NEG'), ('dao', 'ok,', 'POS'), ('kéo', 'không tốt lắm.', 'NEG'), ('<IA>', 'Không hài lòng', 'NEG')]"
"Cơ thể săn chắc hơn sau khi uống, chắc do mình tập thể dục, hihi. Nói chung trà ngon, thơm, uống thanh. Cũng có hiệu quả, nhưng hơi chậm, giảm được khoảng 1kg/tháng","['uống,', 'trà', 'uống', '<IA>', '<IA>', '<IA>']","[('uống,', 'POS'), ('trà', 'POS'), ('uống', 'POS'), ('<IA>', 'POS'), ('<IA>', 'NEG'), ('<IA>', 'POS')]","[('uống,', 'Cơ thể săn chắc hơn'), ('trà', 'ngon, thơm,'), ('uống', 'thanh.'), ('<IA>', 'có hiệu quả,'), ('<IA>', 'hơi chậm,'), ('<IA>', 'giảm được khoảng 1kg/tháng')]","[('uống,', 'Cơ thể săn chắc hơn', 'POS'), ('trà', 'ngon, thơm,', 'POS'), ('uống', 'thanh.', 'POS'), ('<IA>', 'có hiệu quả,', 'POS'), ('<IA>', 'hơi chậm,', 'NEG'), ('<IA>', 'giảm được khoảng 1kg/tháng', 'POS')]"
Sản phẩm đong gọi rất tốt........1111111111111111111111,['đong gọi'],"[('đong gọi', 'POS')]","[('đong gọi', 'rất tốt........1111111111111111111111')]","[('đong gọi', 'rất tốt........1111111111111111111111', 'POS')]"
"giày đẹp, không giống mô tả cho lắm, đế giày mềm","['giày', '<IA>', 'đế giày']","[('giày', 'POS'), ('<IA>', 'NEG'), ('đế giày', 'POS')]","[('giày', 'đẹp,'), ('<IA>', 'không giống mô tả'), ('đế giày', 'mềm')]","[('giày', 'đẹp,', 'POS'), ('<IA>', 'không giống mô tả', 'NEG'), ('đế giày', 'mềm', 'POS')]"
"Rất ưng ý, sản phẩm đẹp như hình, chú tiểu rất dễ thượng, ủng hộ shop lâu dài, tiki giao hàng chưa tới 1g nữa","['sản phẩm', 'chú tiểu', 'shop', 'giao hàng']","[('sản phẩm', 'POS'), ('chú tiểu', 'POS'), ('shop', 'POS'), ('giao hàng', 'POS')]","[('sản phẩm', 'đẹp như hình,'), ('chú tiểu', 'rất dễ thượng,'), ('shop', 'ủng hộ shop lâu dài,'), ('giao hàng', 'chưa tới 1g nữa')]","[('sản phẩm', 'đẹp như hình,', 'POS'), ('chú tiểu', 'rất dễ thượng,', 'POS'), ('shop', 'ủng hộ shop lâu dài,', 'POS'), ('giao hàng', 'chưa tới 1g nữa', 'POS')]"
"Giao hàng nhanh, sản phẩm tốt, đóng gói hàng cẩn thận, giá cả phải chăng","['Giao hàng', 'sản phẩm', 'đóng gói hàng', 'giá cả']","[('Giao hàng', 'POS'), ('sản phẩm', 'POS'), ('đóng gói hàng', 'POS'), ('giá cả', 'POS')]","[('Giao hàng', 'nhanh,'), ('sản phẩm', 'tốt,'), ('đóng gói hàng', 'cẩn thận,'), ('giá cả', 'phải chăng')]","[('Giao hàng', 'nhanh,', 'POS'), ('sản phẩm', 'tốt,', 'POS'), ('đóng gói hàng', 'cẩn thận,', 'POS'), ('giá cả', 'phải chăng', 'POS')]"
"hư mất tiêu rồi, mới mua về kéo là cái móc nó đứt ra","['<IA>', 'cái móc']","[('<IA>', 'NEG'), ('cái móc', 'NEG')]","[('<IA>', 'hư mất tiêu'), ('cái móc', 'đứt ra')]","[('<IA>', 'hư mất tiêu', 'NEG'), ('cái móc', 'đứt ra', 'NEG')]"
"Rất thích thảm nhung. Đỏ đô rất đẹp, đóng gói chắc chắn","['thảm nhung.', 'Đỏ đô', 'đóng gói']","[('thảm nhung.', 'POS'), ('Đỏ đô', 'POS'), ('đóng gói', 'POS')]","[('thảm nhung.', 'Rất thích'), ('Đỏ đô', 'rất đẹp,'), ('đóng gói', 'chắc chắn')]","[('thảm nhung.', 'Rất thích', 'POS'), ('Đỏ đô', 'rất đẹp,', 'POS'), ('đóng gói', 'chắc chắn', 'POS')]"
"Sách mới, không bị lỗi Nội dung hay. Đáng đọc với tất cả mọi người.","['Sách', '<IA>', 'Nội dung', '<IA>']","[('Sách', 'POS'), ('<IA>', 'POS'), ('Nội dung', 'POS'), ('<IA>', 'POS')]","[('Sách', 'mới,'), ('<IA>', 'không bị lỗi'), ('Nội dung', 'hay.'), ('<IA>', 'Đáng đọc')]","[('Sách', 'mới,', 'POS'), ('<IA>', 'không bị lỗi', 'POS'), ('Nội dung', 'hay.', 'POS'), ('<IA>', 'Đáng đọc', 'POS')]"
"bột trắng, mịn. đắp mặt rất thích. mua dợt km có 9k nên rẻ.","['bột', 'đắp mặt', 'rẻ.']","[('bột', 'POS'), ('đắp mặt', 'POS'), ('rẻ.', 'POS')]","[('bột', 'trắng, mịn.'), ('đắp mặt', 'rất thích.'), ('rẻ.', 'rẻ.')]","[('bột', 'trắng, mịn.', 'POS'), ('đắp mặt', 'rất thích.', 'POS'), ('rẻ.', 'rẻ.', 'POS')]"
"Máy công suất lớn, xay rất nhuyễn. Hơi to khó cầm, phải dùng 1 thời gian mới quen. Nhãn hiệu của Đức nên tin tưởng độ bền, chắc.","['công suất', 'xay', '<IA>', 'độ bền, chắc.']","[('công suất', 'POS'), ('xay', 'POS'), ('<IA>', 'NEG'), ('độ bền, chắc.', 'POS')]","[('công suất', 'lớn,'), ('xay', 'rất nhuyễn.'), ('<IA>', 'Hơi to khó cầm,'), ('độ bền, chắc.', 'tin tưởng')]","[('công suất', 'lớn,', 'POS'), ('xay', 'rất nhuyễn.', 'POS'), ('<IA>', 'Hơi to khó cầm,', 'NEG'), ('độ bền, chắc.', 'tin tưởng', 'POS')]"
"sản phẩm phải nói là rất tuyệt vời , đúng mô tả , shop tư vấn nhiệt tình , sẽ ủng hộ tiki dài dài lun","['sản phẩm', 'shop']","[('sản phẩm', 'POS'), ('shop', 'POS')]","[('sản phẩm', 'rất tuyệt vời'), ('shop', 'tư vấn nhiệt tình')]","[('sản phẩm', 'rất tuyệt vời', 'POS'), ('shop', 'tư vấn nhiệt tình', 'POS')]"
"giao hàng nhanh, sách đẹp không quăn bìa cuốn góc, nội dung thì chưa đọc.","['giao hàng', 'sách', 'bìa', 'góc,', 'nội dung']","[('giao hàng', 'POS'), ('sách', 'POS'), ('bìa', 'POS'), ('góc,', 'POS'), ('nội dung', 'NEU')]","[('giao hàng', 'nhanh,'), ('sách', 'đẹp không quăn bìa cuốn'), ('bìa', 'đẹp không quăn bìa cuốn'), ('góc,', 'đẹp không quăn bìa cuốn'), ('nội dung', 'chưa đọc.')]","[('giao hàng', 'nhanh,', 'POS'), ('sách', 'đẹp không quăn bìa cuốn', 'POS'), ('bìa', 'đẹp không quăn bìa cuốn', 'POS'), ('góc,', 'đẹp không quăn bìa cuốn', 'POS'), ('nội dung', 'chưa đọc.', 'NEU')]"
"M nhận được rồi, chụp cái chai rồi bình luận giúp t câu này 1. Chai thuỷ tinh xịn xò, thương hiệu uy tín. Mình được bạn dùng rồi giới thiệu. Hy vọng dùng tốt hết trĩ rệp cho mấy cây hoa hồng..","['Chai thuỷ tinh', 'dùng']","[('Chai thuỷ tinh', 'POS'), ('dùng', 'POS')]","[('Chai thuỷ tinh', 'xịn xò,'), ('dùng', 'tốt hết trĩ rệp')]","[('Chai thuỷ tinh', 'xịn xò,', 'POS'), ('dùng', 'tốt hết trĩ rệp', 'POS')]"
"Mùi thơm đặc trưng. Tuy ko giữ mùi thơm lâu nhưng mình thích mùi quýt dễ chịu, mua lại tinh dầu quýt ý thì thấy bán kèm tinh dầu pơmu cũng thơm dễ chịu.","['Mùi', 'giữ mùi thơm', 'mùi quýt', 'mùi quýt', 'tinh dầu pơmu']","[('Mùi', 'POS'), ('giữ mùi thơm', 'NEG'), ('mùi quýt', 'POS'), ('mùi quýt', 'POS'), ('tinh dầu pơmu', 'POS')]","[('Mùi', 'thơm đặc trưng.'), ('giữ mùi thơm', 'ko giữ mùi thơm lâu'), ('mùi quýt', 'thích'), ('mùi quýt', 'dễ chịu,'), ('tinh dầu pơmu', 'thơm dễ chịu.')]","[('Mùi', 'thơm đặc trưng.', 'POS'), ('giữ mùi thơm', 'ko giữ mùi thơm lâu', 'NEG'), ('mùi quýt', 'thích', 'POS'), ('mùi quýt', 'dễ chịu,', 'POS'), ('tinh dầu pơmu', 'thơm dễ chịu.', 'POS')]"
"Giao hàng đã lâu không nói đi, chsi xịt thơm ko có nắp, đóng gói lẹt xẹt nhìn kho chịu kinh khủng, vì ko . Có nắp nên nước chảy ra cũng kjha khá. Chưa bao h mua trên tiki lị thất vọng như vậy. Giá cũng cao hơn nhiều nơi mà làm ăn quá tệ","['Giao hàng', 'chsi xịt thơm', 'đóng gói', 'Giá', 'làm ăn']","[('Giao hàng', 'NEG'), ('chsi xịt thơm', 'NEG'), ('đóng gói', 'NEG'), ('Giá', 'NEG'), ('làm ăn', 'NEG')]","[('Giao hàng', 'đã lâu'), ('chsi xịt thơm', 'ko có nắp,'), ('đóng gói', 'lẹt xẹt nhìn kho chịu kinh khủng,'), ('Giá', 'cao hơn nhiều nơi'), ('làm ăn', 'quá tệ')]","[('Giao hàng', 'đã lâu', 'NEG'), ('chsi xịt thơm', 'ko có nắp,', 'NEG'), ('đóng gói', 'lẹt xẹt nhìn kho chịu kinh khủng,', 'NEG'), ('Giá', 'cao hơn nhiều nơi', 'NEG'), ('làm ăn', 'quá tệ', 'NEG')]"
Ngon !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,['!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!'],"[('!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'POS')]","[('!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Ngon')]","[('!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Ngon', 'POS')]"
"Oder 2 dây về test cả 2 đều nhận sạc, thấy sạc cũng nhanh còn độ bền chưa biết như thế nào, cám ơn shop đóng hàng rất gọn, gửi hàng rất nhanh","['2 dây', 'sạc', 'độ bền', 'đóng hàng', 'gửi hàng']","[('2 dây', 'POS'), ('sạc', 'POS'), ('độ bền', 'NEU'), ('đóng hàng', 'POS'), ('gửi hàng', 'POS')]","[('2 dây', 'nhận sạc,'), ('sạc', 'cũng nhanh'), ('độ bền', 'chưa biết như thế nào,'), ('đóng hàng', 'rất gọn,'), ('gửi hàng', 'rất nhanh')]","[('2 dây', 'nhận sạc,', 'POS'), ('sạc', 'cũng nhanh', 'POS'), ('độ bền', 'chưa biết như thế nào,', 'NEU'), ('đóng hàng', 'rất gọn,', 'POS'), ('gửi hàng', 'rất nhanh', 'POS')]"
"hàng nguyên đai nguyên kiện, hoạt động trơn tru.. yêu Tiki rất nhiều!","['hàng', 'hoạt động', 'Tiki']","[('hàng', 'POS'), ('hoạt động', 'POS'), ('Tiki', 'POS')]","[('hàng', 'nguyên đai nguyên kiện,'), ('hoạt động', 'trơn tru..'), ('Tiki', 'yêu')]","[('hàng', 'nguyên đai nguyên kiện,', 'POS'), ('hoạt động', 'trơn tru..', 'POS'), ('Tiki', 'yêu', 'POS')]"
"Sách rất hay, cảm ơn bác Châu Hải Đường đã biên và dịch.",['Sách'],"[('Sách', 'POS')]","[('Sách', 'rất hay,')]","[('Sách', 'rất hay,', 'POS')]"
"Chất lượng sản phẩm ttốt, giá thành tốt. Cảm ơn Tiki","['Chất lượng sản phẩm', 'giá thành']","[('Chất lượng sản phẩm', 'POS'), ('giá thành', 'POS')]","[('Chất lượng sản phẩm', 'ttốt,'), ('giá thành', 'tốt.')]","[('Chất lượng sản phẩm', 'ttốt,', 'POS'), ('giá thành', 'tốt.', 'POS')]"
bây giờ muốn đổi hàng thì làm sao chủ shop. main không có f-panel. vẫn còn tem.,"['đổi hàng', 'main', 'tem.']","[('đổi hàng', 'NEU'), ('main', 'NEG'), ('tem.', 'NEU')]","[('đổi hàng', '<IO>'), ('main', 'không có f-panel.'), ('tem.', '<IO>')]","[('đổi hàng', '<IO>', 'NEU'), ('main', 'không có f-panel.', 'NEG'), ('tem.', '<IO>', 'NEU')]"
Sách của Tiki thì yên tâm tuyệt đối đó mấy bác Sách chất lượng. Tuyệt vời,"['Sách', '<IA>']","[('Sách', 'POS'), ('<IA>', 'POS')]","[('Sách', 'chất lượng.'), ('<IA>', 'Tuyệt vời')]","[('Sách', 'chất lượng.', 'POS'), ('<IA>', 'Tuyệt vời', 'POS')]"
"Hài lòng với sản phẩm, đóng gói cẩn thận. Sản phẩm giống mô tả. Cảm ơn shop.","['sản phẩm,', 'đóng gói', 'Sản phẩm', 'shop.']","[('sản phẩm,', 'POS'), ('đóng gói', 'POS'), ('Sản phẩm', 'POS'), ('shop.', 'POS')]","[('sản phẩm,', 'Hài lòng'), ('đóng gói', 'cẩn thận.'), ('Sản phẩm', 'giống mô tả.'), ('shop.', 'Cảm ơn')]","[('sản phẩm,', 'Hài lòng', 'POS'), ('đóng gói', 'cẩn thận.', 'POS'), ('Sản phẩm', 'giống mô tả.', 'POS'), ('shop.', 'Cảm ơn', 'POS')]"
"Mình vừa mới nhận hàng hộp đóng gối bao bì rất đẹp , nhân viên giao hàng vui vẽ ,nhưng khi khui ra thì không thấy ghi hạng sử dụng vì vậy mình đang lo lắng về sãn phẩm và không dám sử dụng , mong shop kiểm tra hạng sử dụng và phản hồi lại dùm mình (nếu trên bao bì có ghi hạng sử dụng thì mình cho 5* nhưng không có nên mình chỉ cho 2*","['hộp đóng gối bao bì', 'nhân viên giao hàng', 'hạng sử dụng']","[('hộp đóng gối bao bì', 'POS'), ('nhân viên giao hàng', 'POS'), ('hạng sử dụng', 'NEG')]","[('hộp đóng gối bao bì', 'rất đẹp'), ('nhân viên giao hàng', 'vui vẽ'), ('hạng sử dụng', 'không thấy ghi')]","[('hộp đóng gối bao bì', 'rất đẹp', 'POS'), ('nhân viên giao hàng', 'vui vẽ', 'POS'), ('hạng sử dụng', 'không thấy ghi', 'NEG')]"
"Chuột dùng rất ổn , chất lượng tốt so với tầm tiền .","['dùng', 'chất lượng', 'tầm tiền']","[('dùng', 'POS'), ('chất lượng', 'POS'), ('tầm tiền', 'POS')]","[('dùng', 'ổn'), ('chất lượng', '<IO>'), ('tầm tiền', 'tốt')]","[('dùng', 'ổn', 'POS'), ('chất lượng', '<IO>', 'POS'), ('tầm tiền', 'tốt', 'POS')]"
"Hài lòng với sản phẩm. Giao hàng nhanh. Mới dùng, chưa biết độ bền thế nào.","['sản phẩm.', 'Giao hàng', 'độ bền']","[('sản phẩm.', 'POS'), ('Giao hàng', 'POS'), ('độ bền', 'NEU')]","[('sản phẩm.', 'Hài lòng'), ('Giao hàng', 'nhanh.'), ('độ bền', 'chưa biết độ bền thế nào.')]","[('sản phẩm.', 'Hài lòng', 'POS'), ('Giao hàng', 'nhanh.', 'POS'), ('độ bền', 'chưa biết độ bền thế nào.', 'NEU')]"
"Chất lượng không tốt lắm, chạy kêu rất to, máy vào windows chậm, giao hàng gần chục ngày mới nhận được","['Chất lượng', 'chạy', 'máy vào windows', 'giao hàng']","[('Chất lượng', 'NEG'), ('chạy', 'NEG'), ('máy vào windows', 'NEG'), ('giao hàng', 'NEG')]","[('Chất lượng', 'không tốt lắm,'), ('chạy', 'kêu rất to,'), ('máy vào windows', 'chậm,'), ('giao hàng', 'gần chục ngày mới nhận được')]","[('Chất lượng', 'không tốt lắm,', 'NEG'), ('chạy', 'kêu rất to,', 'NEG'), ('máy vào windows', 'chậm,', 'NEG'), ('giao hàng', 'gần chục ngày mới nhận được', 'NEG')]"
"Máy tuy không lớn nhưng rửa được cả xoong chảo. Rửa rất sạch. Các vết bẩn cứng bám trên nồi chảo thì nên cọ sơ qua trước khi cho vào máy là sạch bóng. Phù hợp với gia đình 4-5 người. Tiki giao hàng nhanh chóng, đóng gói cẩn thẩn. Rất hài lòng. Sẽ còn ủng hộ Tiki dài lâu.","['rửa', 'Rửa', 'máy', '<IA>', 'giao hàng', 'đóng gói', '<IA>']","[('rửa', 'POS'), ('Rửa', 'POS'), ('máy', 'POS'), ('<IA>', 'POS'), ('giao hàng', 'POS'), ('đóng gói', 'POS'), ('<IA>', 'POS')]","[('rửa', 'được cả xoong chảo.'), ('Rửa', 'rất sạch.'), ('máy', 'sạch bóng.'), ('<IA>', 'Phù hợp với gia đình 4-5 người.'), ('giao hàng', 'nhanh chóng,'), ('đóng gói', 'cẩn thẩn.'), ('<IA>', 'hài lòng.')]","[('rửa', 'được cả xoong chảo.', 'POS'), ('Rửa', 'rất sạch.', 'POS'), ('máy', 'sạch bóng.', 'POS'), ('<IA>', 'Phù hợp với gia đình 4-5 người.', 'POS'), ('giao hàng', 'nhanh chóng,', 'POS'), ('đóng gói', 'cẩn thẩn.', 'POS'), ('<IA>', 'hài lòng.', 'POS')]"
"một thời gian sử dụng tôi cảm thấy bình thường, âm thanh sống động",['âm thanh'],"[('âm thanh', 'POS')]","[('âm thanh', 'sống động')]","[('âm thanh', 'sống động', 'POS')]"
