text,label
"Rất tốt . Chất lượng . Đóng gói kĩ càng, Shop tư vấn rất nhiệt tình","Rất tốt . Chất lượng . Đóng gói kĩ càng,  Shop tư vấn rất nhiệt tình####[([], [0, 1], 'POS'), ([3, 4], [], 'POS'), ([6, 7], [8, 9], 'POS'), ([10, 11, 12], [13, 14, 15], 'POS')]"
"giá cả hợp lý, đã sử dụng được một thời gian. Cảm ơn Tiki","giá cả hợp lý, đã sử dụng được một thời gian. Cảm ơn Tiki####[([0, 1], [2, 3], 'POS')]"
"Đúng như quảng cáo, giao hàng nhanh, tốt... hàng sắc nét...","Đúng như quảng cáo, giao hàng nhanh, tốt... hàng sắc nét...####[([], [0, 1, 2, 3], 'POS'), ([4, 5], [6], 'POS'), ([], [7], 'POS'), ([8], [9, 10], 'POS')]"
Giao hàng nhanh chóng. Sản phẩm bọc kĩ càng. Sản phẩm vẫn còn nguyên seal. Chất lượng sản phẩm tốt.,"Giao hàng nhanh chóng. Sản phẩm bọc kĩ càng. Sản phẩm vẫn còn nguyên seal. Chất lượng sản phẩm tốt.####[([0, 1], [2, 3], 'POS'), ([4, 5, 6], [7, 8], 'POS'), ([9, 10], [11, 12, 13, 14], 'POS'), ([15, 16, 17, 18], [19], 'POS')]"
đặt hàng made in Thailand giao hàng made in China,"đặt hàng made in Thailand giao hàng made in China####[([6], [5], 'NEG')]"
Tinh dầu Sả Chanh treo xe ô tô rất đáng mua. Mui thoang thoảng và dễ chịu,"Tinh dầu Sả Chanh treo xe ô tô rất đáng mua. Mui thoang thoảng và dễ chịu####[([0, 1, 2, 3, 4, 5, 6, 7], [8, 9, 10], 'POS'), ([11], [12, 13, 14, 15, 16], 'POS')]"
"Rất ngon, sẽ mua tiếp. Bao bì cũng đẹp mà còn là hàng của Việt Nam, ủng hộ ủng hộ.","Rất ngon, sẽ mua tiếp. Bao bì cũng đẹp mà còn là hàng của Việt Nam, ủng hộ ủng hộ.####[([], [0, 1], 'POS'), ([], [2, 3, 4], 'POS'), ([5, 6], [7, 8], 'POS'), ([], [16, 17, 18, 19], 'POS')]"
Sản phẩm dùng thích sáng hôm sau ngủ dậy thấy da căng mướt,"Sản phẩm dùng thích sáng hôm sau ngủ dậy thấy da căng mướt####[([2], [3], 'POS'), ([10], [11, 12], 'POS')]"
"vợ mình rất hài lòng về sp, mặc rất thoải mái, mặc lâu k bị dãn, chất lượng tuyệt vời.","vợ mình rất hài lòng về sp, mặc rất thoải mái, mặc lâu k bị dãn, chất lượng tuyệt vời.####[([6], [2, 3, 4], 'POS'), ([7], [8, 9, 10], 'POS'), ([11, 12], [13, 14, 15], 'POS'), ([16, 17], [18, 19], 'POS')]"
"Mình mua về mở ra sử dụng ban đầu cả 2 tai nghe bình thường, sau đó 1 tai không nghe được nữa. Sử dụng tiếp hết pin thì sạc không vào cả 2 tai. kết nối chập chờn. nói chung là sản phẩm rất tệ, bỏ tiền ra mua rất phí tiền. khuyên mọi người không nên mua sản phẩm này.","Mình mua về mở ra sử dụng ban đầu cả 2 tai nghe bình thường, sau đó 1 tai không nghe được nữa. Sử dụng tiếp hết pin thì sạc không vào cả 2 tai. kết nối chập chờn. nói chung là sản phẩm rất tệ, bỏ tiền ra mua rất phí tiền. khuyên mọi người không nên mua sản phẩm này.####[([17, 18], [19, 20, 21], 'NEG'), ([29], [30, 31], 'NEG'), ([35, 36], [37, 38], 'NEG'), ([42, 43], [44, 45], 'NEG'), ([48], [51, 52], 'NEG')]"
vớ ok nhưng giờ cho màu tối ko hà... đặt cho bé gái thích màu tươi sáng hơn,"vớ ok nhưng giờ cho màu tối ko hà... đặt cho bé gái thích màu tươi sáng hơn####[([0], [1], 'POS'), ([5], [6], 'NEG')]"
"Sản phẩm đảm bảo hàng Malaysia, cầm chắc tay, chất lượng sản phẩm cầm thời gian sử dụng để đánh giá.","Sản phẩm đảm bảo hàng Malaysia, cầm chắc tay, chất lượng sản phẩm cầm thời gian sử dụng để đánh giá.####[([6], [7, 8], 'POS')]"
"nói thật là thấy nhiều người mua, review tốt nên mua về dùng thử. Mua về mới biết ko giảm được kí nào lại còn bị tăng thêm. Không hiểu. Chắc tuỳ cơ địa mỗi người. Nhưng với mình thì sản phẩm này tệ","nói thật là thấy nhiều người mua, review tốt nên mua về dùng thử. Mua về mới biết ko giảm được kí nào lại còn bị tăng thêm. Không hiểu. Chắc tuỳ cơ địa mỗi người. Nhưng với mình thì sản phẩm này tệ####[([], [18, 19, 20, 21, 22], 'NEG'), ([], [25, 26, 27], 'NEG'), ([40, 41, 42], [43], 'NEG')]"
"Kiểu mang 1 lần là vứt, không sử dụng lại đc nưa. vớ rất dễ giãn","Kiểu mang 1 lần là vứt, không sử dụng lại đc nưa. vớ rất dễ giãn####[([1], [2, 3, 4, 5], 'NEG'), ([7, 8], [6, 7, 8, 9, 10, 11], 'NEG'), ([12], [13, 14, 15], 'NEG')]"
"Sách mới tiki giao hàng rất nhanh. Nội dung rất hay và bổ ích, tranh vẽ rất đẹp cho trẻ em đọc cũng được luôn. Sách của anh Mốc bao giờ cũng xuất sắc, cứ là tác phẩm do Mốc vẽ mình đều mua","Sách mới tiki giao hàng rất nhanh. Nội dung rất hay và bổ ích, tranh vẽ rất đẹp cho trẻ em đọc cũng được luôn. Sách của anh Mốc bao giờ cũng xuất sắc, cứ là tác phẩm do Mốc vẽ mình đều mua####[([3, 4], [6], 'POS'), ([7, 8], [10], 'POS'), ([7, 8], [12, 13], 'POS'), ([7, 8], [17], 'POS'), ([14, 15], [10], 'POS'), ([14, 15], [12, 13], 'POS'), ([14, 15], [17], 'POS'), ([25], [32, 33], 'POS')]"
sản phẩm sử dụng rất tốt . nếu muốn se khít lỗ chân lông tốt thì nên cho vào tủ lạnh ngăn mát,"sản phẩm sử dụng rất tốt . nếu muốn se khít lỗ chân lông tốt thì nên cho vào tủ lạnh ngăn mát####[([2, 3], [4, 5], 'POS')]"
cũng binh thuong ko gì nổi trội hơn những sản phẩm khác,"cũng binh thuong ko gì nổi trội hơn những sản phẩm khác####[([], [0, 1, 2, 3, 4, 5, 6], 'NEU')]"
mát hơn quạt thường. máy ổn vượt qua cái nóng quả diệm sơn,"mát hơn quạt thường. máy ổn vượt qua cái nóng quả diệm  sơn####[([4], [5], 'POS')]"
Dùng rất mướt và khá bền nhé. Mình đnahs rơi trên 3 lần dùng vẫn ổn,"Dùng rất mướt và khá bền nhé. Mình đnahs rơi trên 3 lần dùng vẫn ổn####[([0], [1, 2], 'POS'), ([13], [14, 15], 'POS')]"
trả tiền mua bộ 2 chiếc bạt phủ n nhận hàng chỉ có mỗi 1 chiếc ...mua cả tiền hàng và ship thành quá đắt..,"trả tiền mua bộ 2 chiếc bạt phủ n nhận hàng chỉ có mỗi 1 chiếc ...mua cả tiền hàng và ship thành quá đắt..####[([9, 10], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'NEG'), ([18, 19, 20, 21], [23, 24], 'NEG')]"
Hàng giao bao bì k giống mẫu đăng. Còn chất lượng chưa kiểm tra. Hi,"Hàng giao bao bì k giống mẫu đăng. Còn chất lượng chưa kiểm tra. Hi####[([0, 1, 2, 3], [4, 5, 6, 7], 'NEG'), ([9, 10], [11, 12, 13], 'NEU')]"
"Nếu bạn muốn trở thành 1 quí cô chuẩn công chúa luôn yêu bản thân, và tìm được mr right trong tương lai thì hãy đọc nó và nghiêm túc thực hành nó . Bạn sẽ đón nhậnbđược những điều tuỵet vời, các cô gái xinh đẹp ạ","Nếu bạn muốn trở thành 1 quí cô chuẩn công chúa luôn yêu bản thân, và tìm được mr right trong tương lai thì hãy đọc nó và nghiêm túc thực hành nó . Bạn sẽ đón nhậnbđược những điều tuỵet vời, các cô gái xinh đẹp ạ####[([38, 39], [40, 41], 'POS')]"
Đã đắp thử cả 3 loại. Nói chung tiền nào của ấy. Tác dụng ko rõ lắm. Mặt nạ sâm mùi sâm rõ. Mặt lạ colagen bị khô và gấp khi bóc có vẻ bị lỗi.,"Đã đắp thử cả 3 loại. Nói chung tiền nào của ấy. Tác dụng ko rõ lắm. Mặt nạ sâm mùi sâm rõ. Mặt lạ colagen bị khô và gấp khi bóc có vẻ bị lỗi.####[([12, 13], [14, 15, 16], 'NEG'), ([23, 24, 25], [26, 27], 'NEG'), ([23, 24, 25], [29], 'NEG'), ([23, 24, 25], [34, 35], 'NEG')]"
"ghế tốt như thông tin shop đưa ra, độ cao phù hợp, nhựa dày chắc, 4 miếng cao su lót chân đầy đủ, giá km hợp lý","ghế tốt như thông tin shop đưa ra, độ cao phù hợp, nhựa dày chắc, 4 miếng cao su lót chân đầy đủ, giá km hợp lý####[([0], [1], 'POS'), ([8, 9], [10, 11], 'POS'), ([12], [13, 14], 'POS'), ([15, 16, 17, 18, 19, 20], [21, 22], 'POS'), ([23, 24], [25, 26], 'POS')]"
Gội xog thì tóc có mượt. Nhưng chắc không hợp nên thấy rụng tóc nhiều hơn,"Gội xog thì tóc có mượt. Nhưng chắc không hợp nên thấy rụng tóc nhiều hơn####[([3], [4, 5], 'POS')]"
Nên sở hữu mỗi gia đình 1 cuốn để có để hiểu rõ hơn về sức khoẻ và những phương pháp chăm sóc sức khoẻ chủ động tốt,"Nên sở hữu mỗi gia đình 1 cuốn để có để hiểu rõ hơn về sức khoẻ và những phương pháp chăm sóc sức khoẻ chủ động tốt####[([6, 7], [0, 1, 2], 'POS'), ([6, 7], [27], 'POS'), ([19, 20, 21, 22, 23, 24, 25, 26], [0, 1, 2], 'POS'), ([19, 20, 21, 22, 23, 24, 25, 26], [27], 'POS')]"
hàng tốt không bị hết mực và viết êm. tiki giao hàng nhanh,"hàng tốt không bị hết mực và viết êm. tiki giao hàng nhanh####[([0], [1], 'POS'), ([5], [2, 3, 4], 'POS'), ([7], [8], 'POS'), ([10, 11], [12], 'POS')]"
"Dụng cụ ban đầu mình nghĩ cũng không nhỏ lắm, ai ngờ nhận nhìn nhỏ xíu, đúng là giống đồ chơi cho con nít. Nhưng dụng cụ phù hợp để làm luống trồng rau ở ban công như mình. Đầu xẻng khá nhọn thích hợp xúc và xới đất.","Dụng cụ ban đầu mình nghĩ cũng không nhỏ lắm, ai ngờ nhận nhìn nhỏ xíu, đúng là giống đồ chơi cho con nít. Nhưng dụng cụ phù hợp để làm luống trồng rau ở ban công như mình. Đầu xẻng khá nhọn thích hợp xúc và xới đất.####[([0, 1], [14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'NEG'), ([25, 26], [27, 28], 'POS'), ([39, 40], [41, 42, 43, 44], 'POS')]"
"Sứt chỉ nhiều, bung cả cọng thun bên trong, bó tạm ổn","Sứt chỉ nhiều, bung cả cọng thun bên trong, bó tạm ổn####[([1], [0], 'NEG'), ([5, 6], [3], 'NEG'), ([9], [10, 11], 'NEU')]"
Giao hàng nhanh. Gói hàng cẩn thận. Mình bầu con gái tặng cái túi màu hồng đúng màu mính thích. Mà mở hàng ra coi nó lại bị sứt quai . Hơi thất vọng. Có được đổi lại túi ko ạ shop?,"Giao hàng nhanh. Gói hàng cẩn thận. Mình bầu con gái tặng cái túi màu hồng đúng màu mính thích. Mà mở hàng ra coi nó lại bị sứt quai . Hơi thất vọng. Có được đổi lại túi ko ạ shop?####[([0, 1], [2], 'POS'), ([3, 4], [5, 6], 'POS'), ([13, 14, 15], [19], 'POS'), ([29], [27, 28], 'NEG'), ([], [31, 32, 33], 'NEG')]"
"Kiểm tra sản phẩm chỉ có dung lượng 28,8G thiếu hẳn hơn 3G","Kiểm tra sản phẩm chỉ có dung lượng 28,8G thiếu hẳn hơn 3G####[([6, 7], [9, 10, 11, 12], 'NEG')]"
Mã J/A của Nhật có được bảo hành chính hảng Apple không Tiki ?,"Mã J/A  của Nhật có được bảo hành chính hảng Apple không Tiki ?####[([6, 7, 8, 9, 10], [4, 5, 6, 7, 8, 9, 10, 11], 'NEU')]"
ngon giòn hợp với đồng tiền ok 😊😊😊😚😋😘💘😶🤗😚 mình tiếp tục mua nữa,"ngon giòn hợp với đồng tiền ok 😊😊😊😚😋😘💘😶🤗😚 mình tiếp tục mua nữa####[([4, 5], [2, 3], 'POS')]"
"mình mua khi giảm giá còn 45k, ban đầu mình mua thử 1 cái để treo trong phòng, sau đó thấy đẹp nên order tiếp 5 cái để đi tặng bạn, ai cũng thích. các nút thắt rất chặt và sắc sảo. quả là 1 món quà ý nghĩa và tinh xảo.","mình mua khi giảm giá còn 45k, ban đầu mình mua thử 1 cái để treo trong phòng, sau đó thấy đẹp nên order tiếp 5 cái để đi tặng bạn, ai cũng thích. các nút thắt rất chặt và sắc sảo. quả là 1 món quà ý nghĩa và tinh xảo.####[([4], [3, 4, 5, 6], 'POS'), ([34, 35, 36], [37, 38, 39, 40, 41], 'POS'), ([45, 46], [47, 48, 49, 50, 51], 'POS')]"
